Key,Command,Value
9940001703001,,เดี๋ยวก่อน! เมื่อกี้... เหมือนได้ยินเสียงระเบิดอะไรบางอย่าง!! เป็นทิศทางที่ท่านคาเรนและท่านธีโอดอร์ล่วงหน้าไปก่อนด้วย!! รีบไปกันเถอะ!!
9940001703101,,"ที่นี่คือป่าแห่งปีศาจ เป็นสถานที่ที่มีแต่มอนสเตอร์ เสียงระเบิดงั้นเหรอ... คาเรนกำลังหาจุดศูนย์กลางของมันอยู่
<p>เห็นการเปลี่ยนแปลงของพืชพรรณแถุวนี้แล้ว ข้าว่ามันต้องไม่ใช่ระเบิดธรรมดาแน่ มีแม้กระทั่งศพของออร์คด้วย... ไม่แน่ว่าอาจจะมีออร์คที่ยังรอดชีวิตอยู่หรือเปล่า ตรวจค้นกันระวังๆด้วยนะ!"
9940001703201,,"แถวนี้มีแต่ศพของออร์คเท่านั้นเหรอ... หรือว่าระเบิดนี่จะเป็นของพวกออร์ค? ออร์คสามารถสร้างระเบิดที่มีพลังงานเวทมนตร์แข็งแกร่งขนาดนี้ได้ด้วยเหรอ...
<p>ชู่ว เงียบก่อน นี่เสียงอะไรน่ะ? บางอย่าง... มีบางอย่างกำลังมุ่งหน้ามา!!"
9940001703301,,คาเรนหาที่ที่เกิดการระเบิดเจอแล้วเหรอ? คงไม่ใช่ว่าพวกออร์คถูกโจมตีหรอกนะ...
9940001703401,,"เมื่อกี้นี้ออร์คพวกนั้น... ข้าก็เห็น มีหลายตัวถูกกำจัด แต่ไม่ใช่เวทมนตร์ดำนี่นา? อยู่ในที่ที่ใกล้กับหอคอยงาช้างด้วย ทำไมถึงได้...
<p>ตอนนี้มีปีศาจปรากฏตัวออกมาด้วยเหรอ? นี่มันอะไรกันเนี่ย!!"
9940001703501,,ชู่ว! อย่าส่งเสียงนะ... ไปเงียบๆ ข้างหน้าโน้นมีการต่อสู้เกิดขึ้น ตรงนั้นเป็นที่ที่ได้ยินเสียงระเบิด
9940001703601,,ก่อนอื่นต้องแจ้งหัวหน้ากองกำลังว่านักเวทย์พวกนั้นเป็นพวกชั่วร้าย ถ้ามีแค่พวกเราน่ะเสียเปรียบพวกมันแน่ๆ
9940001703701,,ฮืม... พวกจอมเวทมนตร์ดำที่เกี่ยวพันกับออร์คไม่มีทางที่จะเป็นเป้าหมายในการช่วยชีวิตหรอก ทหารทั้งหมด! ก่อนอื่นจัดการพวกจอมเวทมนตร์ดำอัปมงคลนั่นซะ!
9940001703702,,จนถึงตอนนี้ข้าก็ยังไม่เข้าใจความจริงที่ออร์คเข้ามาเกี่ยวเลย เป็นเพราะพวกกองโจรภูเขา ความหลงผิดที่ทำลายการมีอยู่ของมนุษย์ช่างมากมายเหลือเกิน จู่โจมฐานที่ตั้งของออร์คทั้งอย่างนี้เลย เริ่มจากรอบๆนี้ก่อน
9940001703704,,มัวทำอะไรอยู่ อย่างนี้จะเรียกว่าเป็นพลทหารแห่งโอเรนที่น่าภาคภูมิใจได้เหรอ? ยังมีเจ้าพวกออร์คที่ซ่อนตัวอยู่แถวนี้หลงเหลืออยู่อีก
9940001703706,,มีระเบิดที่ยังไม่ระเบิดอยู่ตรงนั้น ต้องเอาให้ท่านอาจารย์ดู แอบเอาไปเถอะ เร็วเข้า! เวทมนตร์ดำก็เวทมนตร์ดำเถอะ พลังของระเบิดนั้นมีบางอย่างที่ต่างออกไป... ข้าต้องค้นคว้ามันสักหน่อย
9940001704101,,แย่แล้ว! ออร์คหน่วยตรวจค้น! น่าจะออกมาเพราะระเบิดแน่ๆ! อย่างนี้พวกออร์คคงจับพวกเราได้ก่อนแน่!
9940001704201,,ดูท่าว่าจะมีฐานที่ตั้งของออร์คอยู่นะ ที่โอเรนไม่มีที่ให้ออร์คลงหลักปักฐานหรอก เข้าไปกันเถอะ รีบจัดการทหารรักษาเขตแดนซะ พวกเจ้ามาด้วยกันได้ใช่ไหม?
9940001704301,,จัดการพลธนูก่อน ถ้าปล่อยเอาไว้อาจจะมีผู้ได้รับบาดเจ็บมากมายได้นะ อย่าประมาทล่ะ รีบจัดการซะ!
9940001704401,,พึงระลึกเอาไว้เสมอว่าความจริงแล้วนักรบเผ่าออร์คอันตรายมาก ต้องจัการพวกมันก่อน!
9940001704501,,เป็นไปไม่ได้... พวกออร์คสร้างระเบิดขึ้นมาด้วยเวทมนตร์ดำจริงๆ... ก่อนอื่นจัดการเข้าพวกที่กำลังสร้างระเบิดอยู่ด้วยเลย!
9940001704601,,แสดงตัวจริงให้พวกออร์คเห็นซะ! ใช้ระเบิดพวกนั้นระเบิดรถลากทิ้งให้หมด! กวาดให้เรียบ ให้พวกมันเตรียมตัวสำหรับสงครามไม่ได้อีก!
9940001704701,,คาเรนอยู่ไหนน่ะ? ต้องรีบออกไปจากที่นี่! ต้องบอกคาเรน!
9940001704801,,เจ้างี่เง่า ถ้าระเบิดที่อัดแน่นไปด้วยเวทมนตร์ดำระเบิดขึ้นมาจะทำยังไง! ยิ่งไปกว่านั้น คิดว่าพวกออร์คจะเอามือปิดหูกันหมดเหรอไง? ตอนนี้มันแห่กันมาแล้ว!
9940001704901,,"เดี๋ยวก่อน ทีมัค ออร์ค หมอผีนั่นกำลังอะไร... พิธีกรรมของเวทมนตร์ดำ? พระเจ้าช่วย... เวทมนตร์ดำจริงๆด้วย! ไม่ได้การล่ะ! รีบจัดการหมอผีนั่นเร็ว
<p>พวกทหารคุ้มกันกำลังจับตามองอยู่... เร็วเข้าเถอะ!"
9940001705201,,"โอ้ว~ พวกเรานี่ผีเน่ากับโลงผุจริงๆเลยเนอะว่ามั้ย? คราวนี้ถึงจะเป็นอย่างนั้นก็ยังดีกว่าหน่อยล่ะน๊า~ พวกเจ้าน่ะ มีชิ้นส่วนเนบิวไลท์ชิ้นใหญ่อยู่สินะ ข้าจะสอนวิธีใช้ให้ก็แล้วกันนะ!
<p>แต่ว่าพวกเจ้าก็คงพุ่งเข้าใส่โดยไม่รู้จักบุญคุณแล้วก็คงไม่ให้ระเบิดด้วยใช่ไหมล่ะ? โบราณเค้าว่าไว้ว่ามีชาวนากับงูเห่านี่ก็ถูกต้องเลยสินะ เจ้าเองก็มีความรู้สึกโกรธเกลียด แต่ตอนนี้ได้เวลาที่จะต้องลบมันหายไปแล้วสิใช่ไหม?"
9940001705301,,"ฮืม... น่าเสียดายจริงๆ แต่ไม่ว่ายังไงก็คงไม่คิดจะมาหาข้าสินะ... ตอนนี้ที่เราพบกันแค่นี้ก็คงจะดีถมไปแล้วเนอะ~
<p>ตอนนี้มีภารกิจใหญ่หลวงรอข้าอยู่ ข้าคงจะยุ่งนิดหน่อย เล่นกับเด็กๆของข้าไปก่อนนะ~"
9940001705302,,<YellowBold>[player]</>! มาทางนี้! มอลลี่กำลังหวาดกลัวอย่างมากเลย!! ช่วยที!
9940001705801,,"เนบิวไลท์? หินอุกกาบาตโบราณที่ตกลงมาจากปล่องภูเขาไฟหอคอยงาช้าง? พวกออร์คมีสิ่งนั้นอยู่อย่างนั้นเหรอ?
<p>อ่า แต่ก่อนอื่นเลยนะ! จะเพราะมอลลี่หรืออะไรก็ตาม ต้องออกไปจากที่นี่ให้ได้! ขืนยังอยู่ล่ะก็พวกเราเองก็จะอันตรายด้วย พลังงานแห่งความมืดอบอวลมาจนถึงที่นี่เลยน่ะสิ"
9940001705901,,พวกออร์คตามมาโดยไม่รู้ตัวน่ะ เอ๊ะ? นั่น... ข้างหน้าก็มีพวกออร์คอยู่ล่ะ!!!
9940001705902,,รีบไปที่หอคอยงาช้างเร็ว... ที่นี่น่ะเต็มไปด้วยพลังงานที่ไม่บริสุทธิ์อย่างมาก และมีพวกน่ากลัวอยู่ด้วย... ข้ากังวลมากขึ้นเรื่อยๆว่าที่หอคอยงาช้างจะเกิดอะไรขึ้น
9940001706101,,"จุดตรวจที่หอคอยงาช้างควบคุมดูแล แต่ไม่มีใครอยู่เลย แถมยังดูทรุดโทรมอีกด้วย... 
<p>ดูเหมือนจะมีบางอย่างเกิดขึ้นที่นี่นะ... มันเป็นอย่างนี้ตั้งแต่เมื่อไหร่เนี่ย?"
9940001706201,,"ร่องรอยที่ทำลายจุดตรวจซะเละเทะอย่างนี้นี่อย่างกับ... มอนสเตอร์เลยนะ ทั้งที่จุดตรวจที่หอคอยงาช้างควบคุมดูแลไม่น่าจะเข้ามาได้ง่ายๆเลยแท้ๆ... 
<p>มีจุดแปลกประหลาดมากมายไปหมด ไม่ว่าจะเป็นอะไรก็ตาม เราต้องรีบแล้วล่ะ ถ้ายัยซุ่มซ่ามคาเรนรู้จักสงบเสงี่ยมอย่างมอลลี่บ้างล่ะก็ คงลดเวลาไปได้ครึ่งหนึ่งเลยล่ะ... คราวนี้ไปไหนอีกล่ะเนี่ย?"
9940001706202,,"อุ้ย ดอกไม้ที่นี่สีม่วงล่ะ!! สวยจังเลย! เราเก็บดอกไม้สวยๆพวกนี้ไปให้มอลลี่เป็นของขวัญดีไหม?
<p>ก็เมื่อกี้นางดูกลัวมากเลยนี่นา ข้ารู้สึกกระดากใจถ้าจะทำเหมือนไม่มีอะไรเกิดขึ้นน่ะ..."
9940001706501,,"ท่านธีโอดอร์บอกว่าอย่างนั้น แต่ว่าท่านผู้นั้นที่เรียกว่าท่านอาจารย์น่ะบอกว่าไม่ว่ายังไงก็ขะไม่เข้ามาใกล้หอคอยงาช้างเด็ดขาด เพราะงั้นท่านเลยบอกว่าพวกเราแค่ตรวจดูความปลอดภัยของหอคอยงาช้างก็พอแล้ว
<p>ที่ข้าต้องการก็เท่านั้นล่ะ ข้าก็จะสู้ด้วย รีบกำจัดโกเลมพวกนั้นแล้วไปกันเถอะ!!"
9940001706601,,"มอนสเตอร์ที่นี่แข็งแกร่งนัก น่าจะเป็นเพราะเนบิวไลท์ ข้าเคยเห็นในหนังสือ...
<p>เมื่อกี้เห็นท่านคาเรนบอกว่าอยากจะค้นคว้าระเบิดนั่นสักหน่อย ถึงจะเล็กไปหน่อย แต่ถ้ารวบรวมเศษเนบิวไลท์ไปให้ก็น่าจะชอบนะ?"
9940001706701,,"ถ้าไปที่หอคอยงาช้าง ก็จะมีคนที่อยากพบอยู่ที่นั่น... ข้าอยากจะรู้ว่าทำไมถึงไม่มาหาข้า
<p>แต่ว่ายามเฝ้าดวงตาอสุรกายนั่นเหมือนจะจับตาดูพวกเราอยู่เลยนะ? อือ... ต้องรีบเอาสิ่งนี้ไปให้ท่านคาเรน..."
9940001706801,,"พวกมอนสเตอร์กระโดดโลดเต้นกันแปลกๆ ต่อให้จะเป็นเพราะเนบิวไลท์ก็เถอะ แต่นี่มันออกจะเกินไปหน่อยนะ...
<p>มีแม้กระทั่งเจ้าพวกที่เหมือนจะเคยเจอที่พื้นที่รกร้างด้วย เราตกอยู่ในอันตรายแล้วล่ะ ก่อนอื่นก็ต้องจัดการพวกมัน แต่ต้องสำรวจดูด้วยว่ามีพลังงานเวทมนตร์ดำอยู่ไหม"
9940001706901,,เดี๋ยวก่อน! ข้างหน้านั่นมีใครล้มลงอยู่น่ะ! 
9940001707001,,ระ ระวังด้วยนะ!!! พวกปีศาจ!! พวกปีศาจบุกมากันแล้ว!!! อ๊ากกกก!!!!
9940001707101,,"ปกติแล้วพลังของเนบิวไลท์น่ะ ทำให้เกิดการแย่งชิงกันระหว่างพวกปีศาจ เพื่อครอบครองกลางปล่องภูเขาไฟอันแข็งแกร่ง แต่การที่อยู่ๆก็มาโจมตีจุดตรวจนี่มัน...
<p>ข้าเกรงว่าจะมีชาวบ้านอยู่ใกล้ๆหอคอยงาช้างด้วย ต้องไปทางด้านนั้น! ที่นี่ยังมีพวกปีศาจเหลืออยู่ ช่วยจัดการทีนะ!!"
9940001707102,,แย่แล้วล่ะ!!! เกิดการต่อสู้ขึ้นแล้ว!! ตรงนั้นเป็นพื้นที่ตั้งแคมป์ของคณะทูตนี่นา!!!!
9940001707501,,เฮ้อ ค่อยโล่งอกหน่อย นี่มันเกิดอะไรขึ้นกันแน่เนี่ย... ต้องรายงานถึงเรื่องที่เขตแดนจุดตรวจถูกโจมตีด้วย ต้องตามหาท่านนักเวทย์แห่งหอคอยงาช้าง ท่านจะช่วยข้าได้ไหม?
9940001707601,,"ผู้ได้รับบาดเจ็บเป็นคณะทูตแห่งโอเรน ข้าแจ้งไปว่าไม่พบพวกเขา แต่ความจริงแล้วพวกเขาพักอยู่ที่นี่แล้วถูกพวกปีศาจโจมตีต่างหาก ดูเหมือนว่าทางเข้าของหอคอยจะยุ่งยากน่าดูเลยล่ะ
<p>มีผู้ได้รับบาดเจ็บมากเกินไป จะให้ใช้เวทมนตร์ฟื้นฟูรายคนก็ลำบาก ท่านจะช่วยหากล่องยาให้ได้ไหม?"
9940001707701,,"เอ่อคือ... ไม่ทราบว่าพวกท่านร่วมเดินทางกับมอลลี่หรือเปล่า? 
<p>โชคดีจริงๆที่มอลลี่รอดชีวิต... โชคดีที่ปลอดภัย ฝากบอกมอลลี่ด้วยนะ"
9940001707801,,"ข้าก็รู้อยู่ว่ามันอันตราย ตอนที่ยังไม่มาก็คิดอยู่แล้วว่าจะต้องมีอะไรบางอย่างแน่ๆ...
<p>ข้าช่วยอย่างสุดชีวิต... พอเห็นว่าปลอดภัยข้าก็โล่งใจ ถ้าหากไม่ปลอดภัยขึ้นมา ก็คงมีแต่ข้าที่เสียใจใช่ไหมล่ะ? อา.. ข้าปวดหัวมากเลย..."
9940001707901,,มอลลี่หายไปแล้ว!! 
9940001707902,,เวทมนตร์ดำ... โอ้พระเจ้า!! มอลลี่ถูกเวทมนตร์ดำเข้าให้แล้ว!! ไม่นะ!!!
9940001708501,,"ตอนนี้ตั้งใจจะฆ่ามอลลี่เหรอ? จะต้องมีวิธีอะไรบ้างสิ!! ต่อให้ไม่รู้ว่าตกลงมันเรื่องอะไรกันแน่ก็ตามที  กระทบกระเทือนเพราะนักเวทย์แห่งหอคอยงาช้าง... นั่นยังไงล่ะ!!
<p>ธีโอดอร์อาจจะรู้วิธีก็ได้นะ!!"
9940001708601,,"แม้จะต้องใช้เพียงพลังงานเวทมนตร์อย่างมหาศาล แต่ก็ยากที่จะรับประกันว่าจะกลับไปยังอดีตได้อย่างสมบูรณ์...
<p>เดี๋ยวก่อน เพราะงั้นตอนนี้ก็เลยทิ้งเอาไว้เฉยๆอย่างนั้นแล้วมาที่นี่งั้นเหรอ? เป้าหมายของพวกนั้นไม่ใช่พวกเรา แต่เป็นหอคอยงาช้างต่างหากล่ะ!!!"
9940001708701,,"ต้องติดต่อท่านอาจารย์ ต้องปกป้องหอคอยงาช้างด้วยกันกับเหล่านักเวทย์แห่งหอคอยงาช้างสิ!!
<p>พิธีอภิสิทธิ์หอคอยงาช้างน่ะ ต่อให้ไม่ชอบมากแค่ไหน แต่สิ่งที่พวกเขาปกป้องก็คือสิ่งสำคัญนะ"
9940001708801,,"ต้องมีชิ้นส่วนวิญญาณอยู่อย่างแน่นอน ต่อให้จัดการพวกปีศาจที่กลายพันธุ์ไปแล้วก็ไม่ยอมตาย แต่ถ้ามันตายได้หลายๆครั้ง ก็คงมีการโจมตีบ้างสิ
<p>ในระหว่างนั้นต้องหาชิ้นส่วนวิญญาณแล้วส่งคืน ต้องทำอย่างนั้นถึงจะย้อนกลับไปอดีตอีกครั้งได้ ถ้าหากสมาคมแห่งความมืดเอาไปแล้วล่ะก็จะกลับไม่ได้เด็ดขาด"
9940001708802,,ชิ้นส่วนวิญญาณจะเสียหายไม่ได้เด็ดขาด! ถ้าอย่างนั้นจะกลับไม่ได้ตลอดกาล ต้องนำไปให้ท่านอาจารย์พร้อมกับชิ้นส่วนวิญญาณด้วย! 
9940001709001,,"ดูท่าคาเรนจะกระทบกระเทือนมากทีเดียว แต่ว่าอลิซาเบธไม่อยู่แถวๆชิ้นส่วนวิญญาณหรอกเหรอ? แปลกแฮะ... ของสำคัญต้องเก็บรักษาด้วยตัวเองสิ...
<p>เดี๋ยวก่อน! หอคอยงาช้าง! เคยคิดว่าถ้าหากไม่มีมอลลี่ หอคอยงาช้างก็จะสงบสุข... รีบไปตรวจสอบเร็ว! เร็วเข้า!"
9940001709101,,สิ่งของไม่ใช่ทุกอย่างก็จริง แต่มันก็เป็นอันตรายอย่างใหญ่หลวง หากข้าพูดอย่างนี้แล้วท่านคงเข้าใจ ในขณะเดียวกันที่จัดส่งนักเวทย์แห่งหอคอยงาช้าง กองทหารรับจ้างสีเงินก็ส่งคำขอความช่วยเหลืออย่างเป็นทางการ
9940001709102,,"ล้มเหลว... ภารกิจของเราล้มเหลวไม่เป็นท่า... เนบิวไลท์ที่หอคอยงาช้างคอยเก็บรักษาถูกปล้นเอาไปแล้ว
<p>ต้องติดต่อท่านอาจารย์เดี๋ยวนี้เลย พวกเราจะมุ่งหน้าไปยังหุบเขามังกร ท่านอาจารย์เคยบอกว่าที่นั่นเป็นพื้นที่ที่อันตรายที่สุด ถ้าจะเกิดเรื่องขึ้นก็คงจะเป็นที่นั่น
<p>ถ้าพร้อมแล้วก็ไปหุบเขามังกรด้วยหินเวทย์เคลื่อนย้ายกันเลย"
9940001709201,,"ตอนนี้ไม่ใช่เวลาจะมานั่งกังวลแล้ว 
หุบเขามังกรอยู่ข้างหน้านี้ เร็วเข้าเถอะ"
9940001800201,,เบนาทอร์เป็นมนุษย์คนแรกที่ล่าเผ่ามังกร เพื่อสรรเสริญว่ามนุษย์เป็นเผ่าพันธุ์ที่สามารถอยู่เหนือทุกเผ่าได้ จึงได้สร้างสุสานของเขาเอาไว้ที่นี่ คนขายของนั่นของผงวิเศษณ์อยู่สินะ ไปซื้อมาหน่อยสิ
9940001800301,,นี่น่ะเหรอ? มันคือผงที่บดมาจากกระดูกมังกรยังไงล่ะ! ลองเผาผงนี่ด้วยไฟหน้าสุสานของเบนาทอร์นักล่าผู้ยิ่งใหญ่ดูสิ! เขาจะคุ้มครองท่าน ท่านนักผจญภัย!
9940001800401,,จนถึงตรงนี้ จะเป็นการคุ้มครองของเบนาทอร์จริงๆ หรือเป็นเพราะความปรารถนาของพวกมนุษย์ ทั้งทายาทของเผ่ามังกร ทั้งพวกปีศาจ ก็ไม่สามารถเข้าใกล้ได้เลย แต่ถ้าข้ามสะพานนี้ไปก็คงไม่เป็นอย่างนั้นสินะ เดี๋ยวจะต้องเจอนักฆ่ารับจ้างของเผ่ามังกร เตรียมโจมตีล่ะ
9940001800501,,หลังจากทำสงครามกับเหล่าเทพเจ้า อันทารัสที่บาดเจ็บสาหัสก็มาพักรักษาตัวที่นี่ ความผิดที่มังกรได้ดูดซับเอาพลังทั้งหมดของที่ราบแห่งนี้ ได้ทำให้ดินแดนแห่งนี้ต้องคำสาป มีสิ่งมีชีวิตต้องคำสาปอยู่ตรงนั้น ช่วยจัดการพวกมันที
9940001800601,,มีหินอัญเชิญปีศาจอยู่ที่นี่งั้นเหรอ! ที่นี่เป็นที่ที่สมาคมแห่งความมืดผ่านไปจริงๆเหรอน่ะ ทำลายหินอัญเชิญปีศาจแล้วไล่ตามพวกนั้นไป!
9940001800701,,โหดร้าย จริงๆ เพราะงั้นถึงล้มเลิกไม่ได้ อัศวินแห่งความมืด จัดการมัน!
9940001800801,,ในสถานการร์อย่างนี้คิดว่าคงมีพวกมันมากมายคอยป้วนเปี้ยนอยู่สินะ พยายามถึงขนาดนี้คงอยากจะรั้งเราเอาไว้ให้ได้มากที่สุดสินะ? เอ๋? เดี๋ยวก่อน ข้างหน้านั้นหรือว่าจะเป็นท่านอาจารย์?
9940001800901,,"สมาคมแห่งความมืดต้องการพลังงานเวทมนตร์ที่อาจไม่สามารถรับมือได้ วัตถุโบราณของยักษ์, คริสตัลของเอลฟ์, รวมถึงเนบิวไลท์... กว่าจะรู้ว่าสิ่งนั้นมีความหมายอย่างไรก็สายเกินไปซะแล้ว จะชักช้ากว่านี้ไม่ได้แล้ว รีบช่วยเถอะ โฮ่โฮ่"
9940001801001,,ผิดปกติแฮะ ทายาทเผ่ามังกรกำลังกระโดดโลดเต้นเหมือนสิ่งที่เปลี่ยนไปเป็นปีศาจร้ายเสียแล้ว ต้องทำให้เจ้าตัวที่เต้นเร่าๆนั่นหลับเสีย ระวังด้วยนะ แต่เดิมก็อันตรายอยู่แล้ว แต่ตอนนี้พวกมันเหมือนคุมสติไม่อยู่เลย
9940001801101,,ธีโอดอร์ล่วงหน้าไปก่อนแล้วสินะ ข้าจะจัดการงานที่เหลือที่นี่ ไปช่วยธีโอดอร์เถอะ เร็วเข้า!
9940001801201,,บอกท่านอาจารย์ไปแล้ว แต่เหมือนว่าใครบางคนเพิ่งผ่านที่นี่ไปได้ไม่นาน เหมือนเพิ่งมีใครบางคนมาตรวจค้นที่นี่ อีกเดี๋ยวคงตามได้ทัน พวกเราจะจัดการหญิงรับใช้ของปีศาจเอง
9940001801301,,ยิ่งเวลาผ่านไปก็ยิ่งเลวร้ายลงไปอีกสินะ หญิงรับใช้ของปีศาจงั้นเหรอ อันทารัสเรียกปีศาจมาคอยคุ้มกันการพักผ่อนของตัวอย่างนั้นเหรอ นี่คือความจริงสินะ... จัดการพวกสิ่งมีชีวิตที่จะต้องหายไปจากแผ่นดินนี้ซะ
9940001801401,,จะต้องรู้ให้ได้ว่าโดนเวทมนตร์สะกดจิตจากพวกปีศาจเหมือนที่ปล่องภูเขาไฟหอคอยงาช้างหรือเปล่า จัดการเดรคแล้วเอาหัวใจของมันมาซะ
9940001801501,,ไม่มีร่องรอยของเวทมนตร์ดำเลยแฮะ... ถ้าอย่างนั้นสิ่งมีชีวิตที่มัวเมากับอิทธิพลของพวกปีศาจได้ขนาดนี้ก็มีอยู่อย่างเดียวเท่านั้น ต้องรีบแล้วล่ะแต่ว่า... ยังไงดี... มาใกล้ๆเร็วเข้า
9940001801601,,เจ้ากับลูกศิษย์จงไปเบี่ยงเบนสายตาพวกมันจากที่นี่ ข้าจะไปด้านหน้า เราไม่มีเวลาจะสู้กับพวกทายาทเผ่ามังกรที่นี่หรอกนะ ข้ากระจายกลิ่นพลังงานแห่งความมืดที่พวกมันโปรดปราน เตรียมตัวไว้
9940001801701,,ท่านอาจารย์ดูจะเชี่ยวชาญการรับมือกับพลังงานแห่งความมืดมากเลยนะ... เดี๋ยวก่อน! ตอนนี้แผ่นดินไหวหรือเปล่าน่ะ? เกิดอะไรขึ้น? หนอย เจ้าไปจัดการผู้รับใช้ของเผ่ามังกรซะ!
9940001801801,,ทั้งหมดกำลังกระโดดโลดเต้นกันเป็นบ้าเป็นหลังเลย ก่อนอื่นต้องเลี่ยงพื้นที่นี้ ไปเจอกันทางเหนือนะ!
9940001801901,,เกิดอะไรบางอย่างขึ้นแน่ ท่านอาจารย์ช้าจัง... ขอให้ปลอดภัยด้วยเถอะนะ... ต้องเตรียมใจให้พร้อม พวกปีศาจมากันแล้ว ขอให้รอดไปได้ด้วยเถอะ
9940001802001,,ก่อนอื่น... จัดการเจ้าพวกที่อยู่ที่นี่เรียบร้อยแล้วสินะ... ต้องรีบตามจับให้ได้... หากเป็นอย่างนี้คงได้เป็นอาหารของเดรคพอดี... ฮ่า...
9940001802101,,นั่น ข้างหน้านั่น... มีป้อมปราการอยู่ พวกมนุษย์มากันถึงที่นี่เลยเหรอ... ก่อนอื่นต้องหนีไปข้างใน... ขอพักหายใจแป้บหนึ่ง แป้บเดียว
9940001802201,,เป็นที่ที่ใหญ่โตจริงๆ... ว่าแต่มีที่อย่างนี้อยู่ด้วยเหรอ? อึ้ก... ก่อนอื่นลองหาดูก่อนว่าที่นี่มีกล่องยาเหลืออยู่บ้างไหม ข้าจะขอบใจมากเลย
9940001802301,,กล่องเสบียงแทบจะว่างเปล่าเกือบทั้งหมด คงไม่ใช่ว่าพวกทหารคงถอนทัพไปแล้วนะ เหมือนมันจะถูกแยกตัวออกมานานแล้ว ทำไมถึงไม่ถอนทัพกันไปซะล่ะ? เดี๋ยวก่อน ธงตรงนั้นเป็นของกีรันหรือเปล่านะ?
9940001802401,,กองกำลังของโอเรนถูกแยกตัวออกมายังพื้นที่กีรัน มายังพื้นที่อันตรายอย่างนี้ แล้วก็ตายจากไป... อึก ก่อนอื่นข้าจะต้องใช้เวทมนตร์ฟื้นฟูสักครู่ ช่วยจัดการ ไคม์ วานูล ไม่ให้มาป้วนเปี้ยนแถวนี้ได้ไหม?
9940001802501,,ไม่มีทางที่จะไม่รู้ว่ามีกองกำลังของโอเรนมาอยู่ที่นี่ในกีรัน ถูกแยกตัวออกมาและตายไป ไม่มีกองกำลงทหารมาเพิ่มด้วย นั่นใช่ศพหรือเปล่า? ปีศาจพวกนั้นกินหมดเกลี้ยงเลยงั้นเหรอ! ต้องรีบไปกำจัดแล้ว!
9940001802601,,พลทหารของโอเรนที่ไปตายในแผ่นดินของกีรัน ถึงจะไม่รู้สาเหตุที่แน่ชัดก็เถอะ แต่ข้าก็เชื่อในหน่วยเบื้องบน และคงไม่มีความผิดอื่นใดนอกจากทำตามคำสั่งหรอกนะ เพราะงั้นควรปล่อยพวกเขาไว้และฝังศพให้เรียบร้อยเถอะ
9940001802701,,นี่เจ้า อย่าเชื่อใจใครเด็ดขาด จงเชื่อแต่เพียงตนเองเท่านั้น จำไว้ให้ดี ท้ายที่สุดแล้วสิ่งที่เชื่อใจได้มากที่สุดก็คือตัวเจ้าเอง ที่ข้าพูดได้ก็มีเพียงเท่านี้ ท่านอาจารย์รออยู่ข้างหน้านั่น ไปกันเถอะ
9940001802801,,ข้ารีบแล้วแต่ก็ยังช้าไปอยู่ดีสินะ ครึ่งหนึ่งสำเร็จ อีกครึ่งหนึ่งล้มเหลว แต่ว่า... ก่อนอื่นตั้งจัดการเจ้าพวกที่หมายตาชิ้นส่วนเนบิวไลท์ที่กระจายไปทั่วที่นี่
9940001802901,,ยังเร็วไปที่จะยอมแพ้นะ ดูเหมือนว่าระหว่างพิธีกรรมจะไม่สามารถต้านทานพลังงานอันแข็งแกร่งได้แล้วเกิดระเบิดขึ้นสินะ ต้องรวบรวมเนบิวไลท์ ช่วยจัดการเจ้าพวกนั้นทีได้ไหม?
9940001803001,,ที่นี่มีแท่นบูชาของพวกยักษ์อยู่สินะ ข้าพอจะเข้าใจเหตุผลที่พวกมันมาเกาะติดซากโบราณของยักษ์แล้วล่ะ ข้าโกรธจริงๆแล้ว! ไปเก็บชิ้นส่วนเนบิวไลท์ที่เหลืออยู่บนแท่นบูชามาเดี๋ยวนี้เลย ปล่อยทิ้งไว้นานกว่านี้ไม่ได้แล้ว
9940001803101,,แล้วจะทำยังไงล่ะ? ไม่ใช่ว่าสายไปแล้วเหรอ? ทั้งเนบิวไลท์แตก ทั้งขวางพิธีกรรม~ ต่อให้พวกเจ้าดิ้นพราดๆกระวนกระวายยังไง~ ก็คงขวางการฟื้นคืนของท่านผู้นั้นไม่ได้หรอกนะ~ หนำซ้ำยังอาจจะไม่ได้อยู่เห็นด้วยซ้ำไป!!
9940001803301,,เพื่อเป็นการชมเชยที่อุตส่าห์มากันถึงที่นี่ ข้าจะเป็นคู่ต่อสู้ให้เอง!
9940001803401,,ใช่แล้ว เจ้าพวกนั้นปลุกอันทารัสขึ้นมาซะแล้ว แต่ยังดีที่ดูเหมือนว่าอันทารัสยังไม่ตื่นขึ้นมาอย่างสมบูรณ์ แต่ก็ยังรอโอกาสอีกครั้งอยู่สินะ ก่อนอื่นต้องจัดการสมาคมแห่งความมืดก่อนที่พวกมันจะออกไป มาทางนี้สิ
9940001803501,,ทางนั้น! จะปล่อยให้ใครออกไปไม่ได้แม้แต่คนเดียว! จะให้เบเรซรู้ไม่ได้ว่าพิธีกรรมสำเร็จเพียงแค่ครึ่งเดียว! รีบไปกำจัดซะ! เดี๋ยวนี้เลย!
