# mod_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: mod_id	name	gen_type(1=Prefix,2=Suffix,3=Unique)	tier_word
MapMonstersCantBeSlowedOrTauntedSynthesis		15	
MapMonstersAllDamageAlwaysIgnitesSynthesis___		15	
MapMonstersAllResistancesSynthesis		15	
MapMonstersAllResistancesSynthesis2		15	
MapMonstersAllResistancesSynthesis3		15	
MapMonstersAvoidPoisonBleedBlindSynthesis		15	
MapMonstersAvoidPoisonBleedBlindSynthesis2		15	
MapMonstersAvoidPoisonBleedBlindSynthesis3		15	
MapMonsterAccuracyPlayersUnlockyDodgeSynthesis		15	
MapMonsterAccuracyPlayersUnlockyDodgeSynthesis2		15	
MapMonsterAccuracyPlayersUnlockyDodgeSynthesis3		15	
MapMonsterAccuracyPlayersUnlockyDodgeSynthesis4		15	
MapMonstersFrenzyChargeOnHitSynthesis		15	
MapMonstersFrenzyChargeOnHitSynthesis2		15	
MapMonstersEnduranceChargeOnHitSynthesis_		15	
MapMonstersEnduranceChargeOnHitSynthesis2__		15	
MapMonstersPowerChargeOnHitSynthesis_		15	
MapMonstersPowerChargeOnHitSynthesis2		15	
MapMonstersOnslaughtSynthesis		15	
MapMonstersChanceToInflictStatusAilmentsSynthesis		15	
MapMonstersChanceToInflictStatusAilmentsSynthesis2_		15	
MapMonstersChanceToInflictStatusAilmentsSynthesis3__		15	
MapMonstersDropsItemLevelSynthesis		15	
MapMonstersPenetrateResistancesSynthesis		15	
MapMonstersPenetrateResistancesSynthesis2_		15	
MapMonstersPenetrateResistancesSynthesis3___		15	
MapMonstersRemoveChargesOnHitSynthesis		15	
MapMonstersRemoveChargesOnHitSynthesis2__		15	
MapMonstersRemoveChargesOnHitSynthesis3_		15	
MapSynthesisedRareMonsterAdditionalCurrencyDrops1		16	
MapSynthesisedMagicMonsterAdditionalCurrencyDrops1		16	
MapSynthesisedMonsterAdditionalCurrencyDrops1		16	
MapSynthesisedRareMonsterAdditionalQualityCurrencyDrops1		16	
MapSynthesisedMagicMonsterAdditionalQualityCurrencyDrops1_		16	
MapSynthesisedMonsterAdditionalQualityCurrencyDrops1_		16	
MapSynthesisedRareMonsterIncreasedFracturedItemDrops1		16	
MapSynthesisedMagicMonsterIncreasedFracturedItemDrops1__		16	
MapSynthesisedMonsterIncreasedFracturedItemDrops1		16	
MapSynthesisedRareMonsterCorruptDrops1_		16	
MapSynthesisedMagicMonsterCorruptDrops1		16	
MapSynthesisedMonsterCorruptDrops1		16	
MapSynthesisedRareMonsterIncreasedMapDrops1		16	
MapSynthesisedMagicMonsterIncreasedMapDrops1__		16	
MapSynthesisedMonsterIncreasedMapDrops1_		16	
MapSynthesisedRareMonsterAdditionalDivinationCardDrops1		16	
MapSynthesisedMagicMonsterAdditionalDivinationCardDrops1		16	
MapSynthesisedMonsterAdditionalDivinationCardDrops1		16	
MapSynthesisedRareMonsterIncreasedUniqueItemDrops1		16	
MapSynthesisedMagicMonsterIncreasedUniqueItemDrops1		16	
MapSynthesisedMonsterIncreasedUniqueItemDrops1		16	
MapSynthesisedRareMonsterDroppedItemQuantity1		16	
MapSynthesisedMagicMonsterDroppedItemQuantity1_		16	
MapSynthesisedMonsterDroppedItemQuantity1__		16	
MapSynthesisedRareMonsterDroppedItemRarity1_		16	
MapSynthesisedMagicMonsterDroppedItemRarity1		16	
MapSynthesisedMonsterDroppedItemRarity1		16	
MapSynthesisedRareMonsterIncreasedExperience1		16	
MapSynthesisedMagicMonsterIncreasedExperience1		16	
MapSynthesisedMonsterIncreasedExperience1		16	
MapSynthesisedRareMonsterAdditionalCurrencyShardDrops1		16	
MapSynthesisedMagicMonsterAdditionalCurrencyShardDrops1		16	
MapSynthesisedMonsterAdditionalCurrencyShardDrops1		16	
MapSynthesisedRareMonsterAdditionalShaperItemDrops1_		16	
MapSynthesisedMagicMonsterAdditionalShaperItemDrops1		16	
MapSynthesisedMonsterAdditionalShaperItemDrops1______		16	
MapSynthesisedRareMonsterAdditionalElderItemDrops1		16	
MapSynthesisedMagicMonsterAdditionalElderItemDrops1_		16	
MapSynthesisedMonsterAdditionalElderItemDrops1_		16	
MapSynthesisedRareMonsterAdditionalBreachSplinterDrops1		16	
MapSynthesisedMagicMonsterAdditionalBreachSplinterDrops1		16	
MapSynthesisedMonsterAdditionalBreachSplinterDrops1_		16	
MapSynthesisedRareMonsterAdditionalFossilDrops1		16	
MapSynthesisedMagicMonsterAdditionalFossilDrops1		16	
MapSynthesisedMonsterAdditionalFossilDrops1		16	
MapSynthesisedRareMonsterAdditionalJewelDrops1		16	
MapSynthesisedRareMonsterAdditionalAbyssJewelDrops1_		16	
MapSynthesisedRareMonsterAdditionalMapDrop1		16	
MapSynthesisedRareMonsterAdditionalTalismanDrops1		16	
MapSynthesisedRareMonsterAdditionalEssenceDrops1		16	
MapSynthesisedRareMonsterResurrectAsAlly1		16	
MapSynthesisedRareMonsterGiveModsToKiller1		16	
MapSynthesisedRareMonsterAdditionalVaalFragmentDrops1		16	
MapSynthesisedRareMonsterDuplicated1		16	
MapSynthesisedRareMonsterDuplicated2__		16	
MapSynthesisedRareMonsterDuplicated3		16	
MapSynthesisedUpgradePackToMagic1		16	
MapSynthesisedUpgradePackToRare1		16	
MapSynthesisedAdditionalRareInPack1		16	
MapSynthesisedSynthesisPackSize1__		16	
MapSynthesisedSynthesisPackSize2_		16	
MonsterTagSynthesised		3	
SynthesisMapDoubleGlobalMods		17	
SynthesisMapTripleGlobalMods1		17	
SynthesisMapMonsterExperience		17	
SynthesisMapMemoriesDoNotCollapse		17	
SynthesisMapNearbyMemoriesHaveBonus		17	
MapSynthesisedAdditionalNormalAmbushChest		16	
MapSynthesisedAdditionalMagicAmbushChest		16	
MapSynthesisedAdditionalRareAmbushChest		16	
MapSynthesisedCannotDropFractured		3	
MonsterMagic		3	
MonsterRare		3	
MonsterUnique		3	
MalevolenceSkillEffectDuration		3	
MalevolenceChaosNonAilmentDamageOverTimeMultiplier		3	
MalevolenceColdDamageOverTimeMultiplier		3	
MalevolenceLifeAndEnergyShieldRecoveryRate		3	
MalevolenceUnaffectedByPoison		3	
MalevolenceUnaffectedByBleeding_		3	
MalevolenceYourAilmentsDealDamageFaster__		3	
MalevolenceDamageOverTimeMultiplier		3	
ZealotryCriticalStrikesPenetratesElementalResistances		3	
ZealotryCastSpeed		3	
ZealotryConsecratedGroundEffectLingersForMsAfterLeavingTheArea		3	
ZealotryConsecratedGroundEnemyDamageTaken		3	
ZealotryGainArcaneSurgeFor4SecondsWhenYouCreateConsecratedGround		3	
ZealotryMaximumEnergyShieldPerSecondToMaximumEnergyShieldLeechRate		3	
ZealotryMaximumEnergyShieldPerSecondToMaximumEnergyShieldLeechRateNew		3	
ZealotryCriticalStrikeChanceAgainstEnemiesOnConsecratedGround		3	
SynthesisMapNodeGrantsNoGlobalMod		17	
SynthesisMapAdjacentNodesGlobalModValuesDoubled		17	
SynthesisMapNodeAdditionalUses		17	
SynthesisMapNodeLevel		17	
SynthesisMapNodeMonstersDropNoItems		17	
SynthesisMapNodeItemQuantityIncreasesDoubled		17	
SynthesisMapNodeItemRarityIncreasesDoubled		17	
SynthesisMapNodePackSizeIncreasesDoubled_		17	
SynthesisMapNodeGrantsAdditionalGlobalMod		17	
SynthesisMapNodeSignatureMonstersReplacedBySynthesisedMonsters		17	
SynthesisMapNodeGlobalModValuesTrippledIfAdjacentSquaresHaveMemories		17	
IguanaBossManaLeechRate		3	
SynthesisMapNodeGrantsNoGlobalModAndAdjacentMemoryGlobalModEffectsDoubled		17	
SynthesisMapNodeMonstersDropNoItemsAndGrantIncreasedExperience		17	
SynthesisMapNodeDoubledQuantityRarityPackSize		17	
SynthesisMapNodeIncreasedItemRarity		17	
SynthesisMapNodeIncreasedItemRarityMid		17	
SynthesisMapNodeIncreasedItemRarityHigh		17	
SynthesisMapNodeIncreasedItemQuantity		17	
SynthesisMapNodeIncreasedItemQuantityMid__		17	
SynthesisMapNodeIncreasedItemQuantityHigh		17	
SynthesisMapNodeIncreasedPackSize		17	
SynthesisMapNodeIncreasedPackSizeMid		17	
SynthesisMapNodeIncreasedPackSizeHigh		17	
SynthesisMapNodeIncreasedExperience		17	
SynthesisMapNodeIncreasedExperienceMid		17	
SynthesisMapNodeAdditionalUsesMid		17	
SynthesisMapNodeAdditionalUsesHigh_		17	
SynthesisMapNodeAdditionalUsesHighest		17	
SynthesisMapNodeGrantsAdditionalGlobalModMid		17	
SynthesisMapNodeGrantsAdditionalGlobalModHigh_		17	
SynthesisMapNodeLevelMid		17	
SynthesisMapNodeLevelHigh		17	
SynthesisMapNodeGlobalModValuesDoubledOnAdjacentSquares_		17	
MapLegionLeague		3	
MapAtlasHarbingerAndBossAdditionalCurrencyShards		1	
MapAtlasHarbingerAndBossAdditionalCurrencyShardsMaven		1	
TormentSpiritSextantBetrayer		3	
TormentTouchedMonsterSextantBetrayer	Betrayer's Touch	7	
TormentHauntedMonsterSextantBetrayer_	Betrayer's Grip	7	
TormentSpiritSextantFelon		3	
TormentTouchedMonsterSextantFelon_	Graverobber's Touch	7	
TormentHauntedMonsterSextantFelon	Graverobber's Grip	7	
TormentSpiritSextantTrespasser		3	
TormentTouchedMonsterSextantTrespasser	Heretic's Touch	7	
TormentHauntedMonsterSextantTrespasser	Heretic's Grip	7	
MapAtlasVaalSoulsOnKillAndExtraVaalPacks3		1	
MapAtlasVaalSoulsOnKillAndExtraVaalPacksMaven		1	
ShaperInfluenceAdditionalCitystalkers3		3	
MonsterTagAncientVaal		3	
MapAtlasCorruptedDropWithExtraVaalPacks3____		1	
MapAtlasCorruptedDropWithExtraVaalPacksMaven		1	
MapAtlasBeyondAndExtraBeyondDemonChance		1	
MapAtlasBeyondAndExtraBeyondDemonChanceMaven_____		1	
MapAtlasTormentedBetrayerAndScarabDropChance		1	
MapAtlasTormentedBetrayerAndPolishedScarabDropChance		1	
MapAtlasTormentedBetrayerAndGildedScarabDropChance		1	
MapAtlasTormentedBetrayerAndWingedScarabDropChanceMaven		1	
MapAtlasTormentedHereticAndMapDropChance		1	
MapAtlasTormentedHereticAndMapDropChanceMaven__		1	
MapAtlasTormentedGraverobberAndUniqueDropChance		1	
MapAtlasUniqueStrongboxChanceWithExtraVaalPacks3_		1	
MapAtlasUniqueStrongboxChanceWithExtraVaalPacksMaven		1	
UniqueVaalStrongboxSacrificeDaemon_		3	
UniqueVaalStrongboxMortalDaemon		3	
MapAtlasNoSoulGainPreventionWithExtraVaalPacks3		1	
MapAtlasNoSoulGainPreventionWithExtraVaalPacksMaven		1	
LegionFragmentImplicitKarui		3	
LegionFragmentImplicitMaraketh		3	
LegionFragmentImplicitEternal		3	
LegionFragmentImplicitTemplar		3	
LegionFragmentImplicitVaal		3	
LegionMapFragmentKarui2		3	
LegionMapFragmentMaraketh2		3	
LegionMapFragmentEternal2_		3	
LegionMapFragmentTemplar2		3	
LegionMapFragmentVaal2		3	
LegionFragmentImplicitKaruiUber		3	
LegionFragmentImplicitMarakethUber		3	
LegionFragmentImplicitEternalUber_		3	
LegionFragmentImplicitTemplarUber		3	
LegionFragmentImplicitVaalUber__		3	
LegionMapFragmentKaruiUber		3	
LegionMapFragmentMarakethUber__		3	
LegionMapFragmentEternalUber		3	
LegionMapFragmentTemplarUber		3	
LegionMapFragmentVaalUber_		3	
MonsterAttackBlock20Bypass10_		3	
MonsterAttackBlock30Bypass15		3	
MonsterAttackBlock40Bypass20		3	
MonsterSpellBlock10Bypass5		3	
MonsterSpellBlock20Bypass10		3	
MonsterSpellBlock30Bypass15		3	
MonsterAttackSpellBlock15Bypass15_		3	
MonsterAttackSpellBlock25Bypass20		3	
MonsterAttackSpellBlock20Bypass40		3	
MonsterAttackBlock20Bypass20		3	
MonsterAttackBlock30Bypass20		3	
MonsterAttackBlock40Bypass10_		3	
MonsterAttackBlock40Bypass15		3	
MonsterAttackBlock30Bypass10		3	
MonsterSpellBlock20Bypass20		3	
MonsterSpellBlock25Bypass30___		3	
MonsterAttackSpellBlock30Bypass50		3	
MapIsLegionEndgameMap		3	
DisplayCowardsTrialWavesOfMonsters		3	
DisplayCowardsTrialWavesOfUndeadMonsters		3	
CowardsTrialExtraGhosts___		3	
CowardsTrialExtraPhantasms		3	
CowardsTrialExtraZombies		3	
CowardsTrialExtraRagingSpirits		3	
CowardsTrialExtraRhoas___		3	
CowardsTrialExtraOriathCitizens		3	
CowardsTrialExtraSkeletonCannons		3	
CorruptedVaalMonsterBaseCorruptedDrop___		3	
ShieldCrabBossDefenseStance		3	
UniqueJewelAlternateTreeInRadiusVaal		3	
UniqueJewelAlternateTreeInRadiusKarui		3	
UniqueJewelAlternateTreeInRadiusMaraketh		3	
UniqueJewelAlternateTreeInRadiusTemplar		3	
UniqueJewelAlternateTreeInRadiusEternal		3	
UniqueJewelAlternateTreeInRadiusKalguur		3	
UniqueJewelAlternateTreeInRadiusAbyssal		3	
LegionVaalJewel_		3	
LegionKaruiJewel		3	
LegionMarakethJewel__		3	
LegionTemplarJewel		3	
LegionEternalEmpireJewel_		3	
TotemDamagePerDevotion		3	
BrandDamagePerDevotion		3	
ChannelledSkillDamagePerDevotion		3	
AreaDamagePerDevotion		3	
ElementalDamagePerDevotion_		3	
ElementalResistancesPerDevotion		3	
AilmentEffectPerDevotion		3	
ElementalAilmentSelfDurationPerDevotion_		3	
CurseSelfDurationPerDevotion		3	
MinionAttackAndCastSpeedPerDevotion		3	
MinionAccuracyRatingPerDevotion_		3	
AddedManaRegenerationPerDevotion		3	
ReducedManaCostPerDevotion		3	
AuraEffectPerDevotion		3	
ShieldDefencesPerDevotion		3	
MapBlightLeague		3	
RareMonsterPack		3	
SynthesisUniqueMapsMod_		3	
SynthesisUniqueMapsModCortexReplica		3	
SynthesisDisallowFracturedItemsMod		3	
BetrayalSafehouseExperience1__		3	
BetrayalSafehouseExperience2__		3	
MapLegionLeagueCrafted		3	
MapAtlasLegion		1	
MapAtlasLegionMaven_		1	
BlightFireType__		3	
BlightColdType		3	
BlightLightningType		3	
BlightPhysicalType_		3	
BlightChaosType__		3	
BlightFlyingType		3	
BlightLessDamageAgainstFireType		3	
BlightLessDamageAgainstColdType_		3	
BlightLessDamageAgainstLightningType		3	
BlightLessDamageAgainstPhysicalType_		3	
BlightLessDamageAgainstChaosType		3	
BlightNoDamageAgainstFlyingType		3	
BlightUnaffectedByWeakeningTower		3	
BlightUnaffectedByTemporalTower		3	
InfectedMap		3	
UberInfectedMap__		3	
ImmuneToPetrification__		3	
GrantedPassive		3	
GrantedPassive2		3	
GrantedPassive3		3	
GrantedPassive4		3	
BlightDaemonDeathModFireVolatiles_	Blighted	18	
BlightDaemonDeathEPKFireVolatiles_		3	
BlightDaemonDeathModColdSnaps_	Blighted	18	
BlightDaemonDeathEPKColdSnaps		3	
BlightDaemonDeathModLightningZaps	Blighted	18	
BlightDaemonDeathEPKLightningZaps		3	
BlightDaemonDeathModPhysicalBlood	Blighted	18	
BlightDaemonDeathEPKPhysicalBlood_		3	
BlightDaemonDeathModChaosGhosts	Blighted	18	
BlightDaemonDeathEPKChaosGhosts		3	
BlightDoesntEngageNearbyEnemies		3	
MapBlightLeagueCrafted_		3	
MapAtlasBlight		1	
MapAtlasBlightMaven		1	
MapMetamorphosisLeague		3	
MapAreaLevel		3	
MapAreaContainsExiles__		3	
JewelleryQualityLife		3	
JewelleryQualityMana		3	
JewelleryQualityDefence		3	
JewelleryQualityPhysical		3	
JewelleryQualityFire		3	
JewelleryQualityCold		3	
JewelleryQualityLightning		3	
JewelleryQualityChaos		3	
JewelleryQualityAttack		3	
JewelleryQualityCaster		3	
JewelleryQualitySpeed		3	
JewelleryQualityAttribute		3	
MapElderContainsBoss1		3	
MapElderContainsBoss2		3	
MapElderContainsBoss3		3	
MapElderContainsBoss4_		3	
MapElderContainsBossAny___		3	
MapConquerorContainsBoss1_		3	
MapConquerorContainsBoss2		3	
MapConquerorContainsBoss3_		3	
MapConquerorContainsBoss4		3	
MapConquerorContainsBossAny		3	
MapTierHallowedGround_		3	
MapAddsExtraSynthesisMods		3	
MapAddsExtraSynthesisModsCortexReplica		3	
MapAddsExtraSynthesisSpecialMods		3	
MapAddsExtraSynthesisSpecialModsCortex		3	
MapAddsExtraSynthesisSpecialModsCortexReplica		3	
MetamorphosisKitava		3	
NovaSpellsAreaOfEffectUnique__1		3	
RingAttackSpeedUnique__1		3	
MapNoArrowAttachment		3	
MapDeliriumLeague		3	
MapDeliriumCrafted		3	
MapAtlasDelirium		1	
MapAtlasDeliriumMaven		1	
MonsterAfflictionNormalFixed_		20	
MonsterAfflictionMagicFixed_		20	
MonsterAfflictionMagicRandomPackTeleport	Spatial Distortion	20	
MonsterAfflictionMagicRewardLightningBolt	Cascading Storm	20	
MonsterAfflictionMagicRewardFireSnap	Banishing Flame	20	
MonsterAfflictionMagicRewardFrostOrbs_	Winter Whorl	20	
MonsterAfflictionMagicRewardSlamma	Crushing Terror	20	
MonsterAfflictionMagicRewardSoulMortarOnDeath	Vengeful Soul	20	
MonsterAfflictionMagicRewardSpineCascadeOnDeath	Vengeful Bones	20	
MonsterAfflictionMagicRewardDebuffRecoveryRate__	Wasting Touch	20	
MonsterAfflictionMagicRewardDebuffActionSpeed	Paralysing Touch	20	
MonsterAfflictionMagicRewardDebuffDamageTaken	Eroding Touch	20	
MonsterAfflictionMagicRewardDebuffFlaskEffect_	Diluting Touch	20	
MonsterAfflictionHasDestroyCorpseSummonMonsterDaemon	Spawn Dead	20	
MonsterAfflictionHasDestroyCorpseProjectileCascadeDaemon	Shatter Dead	20	
MonsterAfflictionHasDestroyCorpseDegenZoneDaemon	Putrify Dead	20	
MonsterAfflictionHasTeleportAndExplodeOnDeathDaemon	Vengeful Stalker	20	
MonsterAfflictionFlameblastOnDeath	Vengeful Blast	20	
MonsterAfflictionVolatileOnDeath	Vengeful Chase	20	
MonsterAfflictionAnomalyOnDeath	Vengeful Grip	20	
MonsterAfflictionSpawnDemonPackOnDeath__	Vengeful Pack	20	
MonsterAfflictionSpawnDemonPackOnDeathMagic	Vengeful Gang	20	
MonsterAfflictionFirestormOnDeath	Vengeful Skyfire	20	
MonsterAfflictionRareFixed_		20	
MonsterAfflictionRareCold1_	Glaciator	20	
MonsterAfflictionRareCold2	Frozen Flume	20	
MonsterAfflictionRareCold3	Icicle Wreath	20	
MonsterAfflictionRareFire1	Conflagrating Path	20	
MonsterAfflictionRareFire2_	Scorched Earth	20	
MonsterAfflictionRareFire3	Ring of Fire	20	
MonsterAfflictionRareLightning1	Shockbomb	20	
MonsterAfflictionRareLightning2	Bolt Cross	20	
MonsterAfflictionRareLightning3	Scatter Storm	20	
MonsterAfflictionRarePhysical1	Jagged Swell	20	
MonsterAfflictionRarePhysical2	Burrowing Blade	20	
MonsterAfflictionRarePhysical3	Crushing Leap	20	
MonsterAfflictionUniqueFixed		20	
MonsterAfflictionUniqueCold1	Glaciator	20	
MonsterAfflictionUniqueCold2_	Frozen Flume	20	
MonsterAfflictionUniqueCold3	Icicle Wreath	20	
MonsterAfflictionUniqueFire1	Conflagrating Path	20	
MonsterAfflictionUniqueFire2	Scorched Earth	20	
MonsterAfflictionUniqueFire3_	Ring of Fire	20	
MonsterAfflictionUniqueLightning1_	Shockbomb	20	
MonsterAfflictionUniqueLightning2_	Bolt Cross	20	
MonsterAfflictionUniqueLightning3__	Scatter Storm	20	
MonsterAfflictionUniquePhysical1__	Jagged Swell	20	
MonsterAfflictionUniquePhysical2	Burrowing Blade	20	
MonsterAfflictionUniquePhysical3	Crushing Leap	20	
MapAtlasMetamorph		1	
MapAtlasMetamorphMaven		1	
AfflictionMapDeliriumStacks		3	
AfflictionMapReward1__		3	
AfflictionMapReward2		3	
AfflictionMapReward3		3	
AfflictionMapReward4_		3	
AfflictionMapReward5		3	
AfflictionMapReward6__		3	
AfflictionMapReward7_		3	
AfflictionMapReward8		3	
AfflictionMapReward9__		3	
CannotBeAfflicted		3	
CannotGainAfflictedMods		3	
MapSimulacrumAllDamageIgnites		3	
MapSimulacrumAllDamageChills		3	
MapSimulacrumAllDamageShocks		3	
MapSimulacrumInflictBrittle1___		3	
MapSimulacrumInflictBrittle2_		3	
MapSimulacrumInflictScorch1		3	
MapSimulacrumInflictScorch2_		3	
MapSimulacrumInflictSapped1		3	
MapSimulacrumInflictSapped2		3	
MapSimulacrumProjectilesChain1		3	
MapSimulacrumProjectilesChain2		3	
MapSimulacrumProjectileAdditional1_		3	
MapSimulacrumProjectileAdditional2		3	
MapSimulacrumAreaOfEffect2_		3	
MapSimulacrumAreaOfEffect3		3	
MapSimulacrumExtraFireAndResistance1		3	
MapSimulacrumExtraFireAndResistance2		3	
MapSimulacrumExtraFireAndResistance3		3	
MapSimulacrumExtraFireAndPenetration1		3	
MapSimulacrumExtraFireAndPenetration2_		3	
MapSimulacrumExtraFireAndPenetration3_		3	
MapSimulacrumExtraFireAndAilment1		3	
MapSimulacrumExtraFireAndAilment2_		3	
MapSimulacrumExtraFireAndAilment3		3	
MapSimulacrumExtraColdAndResistance1		3	
MapSimulacrumExtraColdAndResistance2__		3	
MapSimulacrumExtraColdAndResistance3		3	
MapSimulacrumExtraColdAndPenetration1		3	
MapSimulacrumExtraColdAndPenetration2_		3	
MapSimulacrumExtraColdAndPenetration3__		3	
MapSimulacrumExtraColdAndAilment1		3	
MapSimulacrumExtraColdAndAilment2		3	
MapSimulacrumExtraColdAndAilment3		3	
MapSimulacrumExtraLightningAndResistance1		3	
MapSimulacrumExtraLightningAndResistance2		3	
MapSimulacrumExtraLightningAndResistance3		3	
MapSimulacrumExtraLightningAndPenetration1		3	
MapSimulacrumExtraLightningAndPenetration2__		3	
MapSimulacrumExtraLightningAndPenetration3		3	
MapSimulacrumExtraLightningAndAilment1		3	
MapSimulacrumExtraLightningAndAilment2_		3	
MapSimulacrumExtraLightningAndAilment3___		3	
MapSimulacrumExtraChaosAndResistance1		3	
MapSimulacrumExtraChaosAndResistance2		3	
MapSimulacrumExtraChaosAndResistance3		3	
MapSimulacrumExtraChaosAndPenetration1		3	
MapSimulacrumExtraChaosAndPenetration2		3	
MapSimulacrumExtraChaosAndPenetration3		3	
MapSimulacrumExtraChaosAndPoison1_		3	
MapSimulacrumExtraChaosAndPoison2		3	
MapSimulacrumExtraChaosAndPoison3_		3	
MapSimulacrumPhysicalPenetrationAndResistance1		3	
MapSimulacrumPhysicalPenetrationAndResistance2__		3	
MapSimulacrumPhysicalPenetrationAndResistance3		3	
MapSimulacrumPhysicalPenetrationAndImpale1		3	
MapSimulacrumPhysicalPenetrationAndImpale2		3	
MapSimulacrumPhysicalPenetrationAndImpale3__		3	
MapSimulacrumImpale1		3	
MapSimulacrumImpale2_		3	
MapSimulacrumInflictAilmentsAndAilmentResistance1		3	
MapSimulacrumInflictAilmentsAndAilmentResistance2		3	
MapSimulacrumInflictAilmentsAndAilmentResistance3__		3	
MapSimulacrumInflictAilmentsAndPenetration1_		3	
MapSimulacrumInflictAilmentsAndPenetration2		3	
MapSimulacrumInflictAilmentsAndPenetration3		3	
MapSimulacrumIncreasedSpeed1__		3	
MapSimulacrumIncreasedSpeed2_		3	
MapSimulacrumIncreasedSpeed3_		3	
MapSimulacrumAttackSpeedAndMaim1_		3	
MapSimulacrumAttackSpeedAndMaim2______		3	
MapSimulacrumCastSpeedAndHinder1_		3	
MapSimulacrumCastSpeedAndHinder2		3	
MapSimulacrumMovementSpeedAndUnstoppable1		3	
MapSimulacrumMovementSpeedAndUnstoppable2		3	
MapSimulacrumManaDrain1____		3	
MapSimulacrumManaDrain2		3	
MapSimulacrumFlaskDrain1		3	
MapSimulacrumFlaskDrain2		3	
MapSimulacrumChargeDrain1		3	
MapSimulacrumChargeDrain2		3	
MapSimulacrumCurseResistanceAndCurseOnHit1		3	
MapSimulacrumCurseResistanceAndCurseOnHit2		3	
MapSimulacrumCurseResistanceAndCurseOnHit3		3	
MapSimulacrumLife1		3	
MapSimulacrumLife2		3	
MapSimulacrumLife3_		3	
MapSimulacrumDamage1		3	
MapSimulacrumDamage2		3	
MapSimulacrumDamage3		3	
MapSimulacrumCriticals1		3	
MapSimulacrumCriticals2		3	
MapSimulacrumCriticals3_		3	
MapSimulacrumHiddenReducedPackSize_		3	
UberSimulacrumLife1__		3	
UberSimulacrumCriticals1_		3	
UberSimulacrumFlaskDrain1		3	
UberSimulacrumExtraLightningAndResistance1		3	
UberSimulacrumExtraChaosAndResistance1_		3	
UberSimulacrumExtraFireAndResistance1_		3	
UberSimulacrumExtraColdAndResistance1		3	
UberSimulacrumPhysicalPenetrationAndResistance1		3	
MapDropNoItems		3	
MapSimulacrumDamageLifeExpAccu		3	
MapSimulacrumUberPerWave		3	
DeliriumMapBossUnderling		3	
LocalAfflictionJewelDisplaySmallNodesGrantNothingUnique_1		3	
MapHeistLeague		3	
MapHeistLeagueCrafted		3	
MapAtlasHeist		1	
MapAtlasHeistMaven_		1	
MapHarvestLeague		3	
MapHarvestLeagueCrafted		3	
MapAtlasHarvest		1	
MapAtlasHarvestMaven__		1	
MapMetamorphLeagueCrafted		3	
FlaskDurationConsumedPerUse		3	
MapDoesntConsumeSextantCharge_		3	
MapDoesntConsumeSextantChargeChance		3	
MapGainsRandomZanaMod		3	
MapBossSurroundedByTormentedSpirits		3	
MapHarbingerPortalAdditionalFragments__		3	
LabyrinthChestsOverride5		3	
LabyrinthOwnerExtraEnchants_		3	
LabyrinthEnchantModLevelRangeUp		3	
StrongboxDropAdditionalSpecialHarvestItems_		3	
MapHarbingerBehaviourVariationOverride_		3	
StunRepeatImmunityBoss__		3	
StunRepeatImmunityActBoss		3	
StunRepeatImmunityMapBoss_		3	
StunRepeatImmunityMapBossSuper		3	
LabyrinthExtraPackSize		3	
HarvestAlternateWeaponQualityLocalCriticalStrikeChance__		3	
HarvestAlternateWeaponQualityAccuracyRatingIncrease_		3	
HarvestAlternateWeaponQualityLocalIncreasedAttackSpeed		3	
HarvestAlternateWeaponQualityLocalMeleeWeaponRange_		3	
HarvestAlternateWeaponQualityElementalDamagePercent		3	
HarvestAlternateWeaponQualityAreaOfEffect_		3	
AfflictionAddExtraContentWeighting__		3	
LabyrinthCommonScaling		3	
LabyrinthCommonMonsterScaling_		3	
LabyrinthCommonIzaroScaling		3	
LabyrinthExtraMonsterScaling_		3	
LabyrinthExtraIzaroScaling		3	
CraftedTravelSkillsCannotBeExerted	of Control	2	
ExileMovementVelocityPerTenLevels		3	
HeistContractNemesisModOnRares	Antagonist's	1	
HeistContractMonsterChain1_	Chaining	1	
HeistContractMonsterChain2_	Chaining	1	
HeistContractMonsterMultipleProjectiles	Splitting	1	
HeistContractMonstersCantBeSlowedOrTaunted	Unstoppable	1	
HeistContractMonstersAllDamageAlwaysIgnites_	Conflagrating	1	
HeistContractHexproof	Hexproof	1	
HeistContractMonsterCannotBeStunned1	Unwavering	1	
HeistContractMonsterCannotBeStunned2	Unwavering	1	
HeistContractMonsterCannotBeStunned3_	Unwavering	1	
HeistContractMonsterCannotBeStunned4_	Unwavering	1	
HeistContractMonsterCannotBeStunned5	Unwavering	1	
HeistContractMonsterPhysicalResistance1_	Armoured	1	
HeistContractMonsterPhysicalResistance2	Armoured	1	
HeistContractMonsterPhysicalResistance3	Armoured	1	
HeistContractMonsterPhysicalResistance4	Armoured	1	
HeistContractMonsterPhysicalResistance5_	Armoured	1	
HeistContractMonsterLife1	Fecund	1	
HeistContractMonsterLife2	Fecund	1	
HeistContractMonsterLife3	Fecund	1	
HeistContractMonsterLife4	Fecund	1	
HeistContractMonsterLife5_	Fecund	1	
HeistContractMonsterDamage1	Savage	1	
HeistContractMonsterDamage2_	Savage	1	
HeistContractMonsterDamage3_	Savage	1	
