# base_item_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: metadata_path	display_name
Metadata/Items/QuestItems/Gallows/Act4/Tattoo1	Dexterity Tattoo of Tawhoa
Metadata/Items/QuestItems/Gallows/Act4/Tattoo2	Intelligence Tattoo of Tasalio
Metadata/Items/QuestItems/Gallows/Act4/Tattoo3	Strength Tattoo of Ngamahu
Metadata/Items/QuestItems/Gallows/Act4/Tattoo1_2	Lightning Tattoo of Tawhoa
Metadata/Items/QuestItems/Gallows/Act4/Tattoo2_2	Cold Tattoo of Tasalio
Metadata/Items/QuestItems/Gallows/Act4/Tattoo3_2	Fire Tattoo of Ngamahu
Metadata/Items/QuestItems/Gallows/Act4/Tattoo4	Tattoo of Hinekora
Metadata/Items/QuestItems/Gallows/Interlude/QimarWaterVial_01	Vial of Sacred Water
Metadata/Items/QuestItems/Gallows/Interlude/QimarWaterVial_02	Vial of Sacred Water
Metadata/Items/QuestItems/Gallows/Interlude/QimarWaterVial_03	Vial of Sacred Water
Metadata/Items/QuestItems/Gallows/Interlude/DjinnBarya_01	Yoon's Barya
Metadata/Items/QuestItems/Gallows/Interlude/DjinnBarya_02	Rangeen's Barya
Metadata/Items/QuestItems/Gallows/Interlude/IceTusks	Icy Tusks
Metadata/Items/QuestItems/Gallows/Interlude/IceTusksSkillBook	Book of Specialisation
Metadata/Items/QuestItems/Gallows/Incursion/AtziriBossVaultKey	Atziri's Medallion
Metadata/Items/QuestItems/Gallows/Act5/CyclopsBossDrop	[DNT-UNUSED] Cyclops Boss Drop
Metadata/Items/QuestItems/Gallows/Act5/FallenGodMinibossDrop	[DNT-UNUSED] Fallen God Miniboss Drop
Metadata/Items/QuestItems/Gallows/Act5/ImperialGraveyardKnightDrop	[DNT-UNUSED] Imperial Graveyard Knight Drop
Metadata/Items/QuestItems/Gallows/Act5/LibraryBookDrop	[DNT] Dominus Library Book
Metadata/Items/QuestItems/Gallows/Act5/BlightedCoreBombComponent	[DNT-UNUSED] Blighted Core Bomb Component
Metadata/Items/QuestItems/Gallows/Act5/BlightedCoreBomb	[DNT-UNUSED] Blighted Core Bomb
Metadata/Items/QuestItems/Gallows/Act5/BlackMarketWine	[DNT-UNUSED] Black Market Wine
Metadata/Items/QuestItems/Gallows/Act5/DominusDoorKey1	[DNT-UNUSED] Golden Sceptre
Metadata/Items/QuestItems/Gallows/Act5/DominusDoorKey2	[DNT-UNUSED] Golden Palette
Metadata/Items/QuestItems/Gallows/Act5/DominusDoorKey3	[DNT-UNUSED] Golden Tome
Metadata/Items/QuestItems/Gallows/Act5/DominusDoorKey4	[DNT-UNUSED] Golden Lyre
Metadata/Items/QuestItems/Gallows/Act5/DominusSecretPassageKey	[DNT-UNUSED] Golden Crown
Metadata/Items/Currency/Abyss/AbyssPinnacleKey	Kulemak's Invitation
Metadata/Items/Currency/Delirium/DeliriumPinnacleKey	Tangmazu's Turmoil
Metadata/Items/Currency/Atlas/VaalAtlasKey	Idol of Estazunti
Metadata/Items/Gems/SkillGemGlacialCascade	Glacial Cascade
Metadata/Items/Gems/SkillGemComet	Comet
Metadata/Items/Gems/SkillGemCrushingEarth	[DNT] Crushing Earth
Metadata/Items/Gems/SkillGemFungalTerrain	[DNT] Fungal Terrain
Metadata/Items/Gems/SkillGemBladeNova	[DNT-UNUSED] Blade Nova
Metadata/Items/Gems/SkillGemFlameSlice	[DNT-UNUSED] Flame Slice
Metadata/Items/Gems/SkillGemRingOfBlades	[DNT-UNUSED] RingOfBlades
Metadata/Items/Gems/SkillGemComboKnifeThrow	[DNT-UNUSED] Combo Knife Throw
Metadata/Items/Gems/SkillGemTripleSlash	[DNT-UNUSED] Triple Slash Combo
Metadata/Items/Gems/SkillGemHyperSlash	[DNT-UNUSED] Hyper Slash
Metadata/Items/Gems/SkillGemShadowDash	[DNT-UNUSED] Shadow Dash
Metadata/Items/Gems/SkillGemShadowAmbush	[DNT-UNUSED] Shadow Ambush
Metadata/items/Gems/SkillGemStaffConsecrate	Consecrate
Metadata/Items/Gems/SkillGemRipwireBallista	Artillery Ballista
Metadata/Items/Gems/SkillGemManaTempest	Mana Tempest
Metadata/Items/Gems/SkillGemDarkTempest	His Dark Horizon
Metadata/Items/Gems/SkillGemUncut	Uncut Skill Gem
Metadata/Items/Gems/SkillGemUncutQuest	Uncut Skill Gem
Metadata/Items/Gems/SkillGemUncutQuest1	Uncut Skill Gem (Level 1)
Metadata/Items/Gems/SupportGemUncut	Uncut Support Gem
Metadata/Items/Gems/SkillGemKillingPalm	Killing Palm
Metadata/Items/Gems/SkillGemShatteringPalm	Shattering Palm
Metadata/Items/Gems/SkillGemVolcano	Volcano
Metadata/Items/Gems/SkillGemWolfPack	Wolf Pack
Metadata/Items/Gems/SkillGemHyenaCackle	Cackling Companions
Metadata/Items/Gems/SkillGemSpinningThrow	[DNT-UNUSED] Spinning Throw
Metadata/Items/Gems/SkillGemSpiralVolley	Spiral Volley
Metadata/Items/Gems/SkillGemDodgeRoll	[DNT-UNUSED] Dodge Roll
Metadata/Items/Gems/SkillGemShadowThiefSlash	[DNT-UNUSED] Shadow Thief Slash
Metadata/Items/Gems/SkillGemLeapingAxeCatch	[DNT-UNUSED] Leaping Axe Catch
Metadata/Items/Gems/SkillGemStormBlade	[DNT-UNUSED] Storm Blade
Metadata/Items/Gems/SkillGemPlungingBlade	[DNT-UNUSED] Plunging Blade
Metadata/Items/Gems/SkillGemWolfHowl	[DNT-UNUSED] Howl
Metadata/Items/Gems/SkillGemSpiralThrow	[DNT-UNUSED] Spiral Throw
Metadata/Items/Gems/SkillGemWolfPounce	Pounce
Metadata/Items/Gems/SkillGemLightningBolt	Lightning Bolt
Metadata/Items/Gems/SkillGemBearRampage	Rampage
Metadata/Items/Gems/SupportEnervation	Enervation
Metadata/items/Gems/SkillGemStaffUnleash	Unleash
Metadata/Items/Currency/PrizeDominusPin	Convention Treasure
Metadata/Items/Currency/PrizeBrutusPin	Convention Treasure
Metadata/Items/Currency/PrizePietyPin	Convention Treasure
Metadata/Items/Currency/PrizeWhiteMapPin	Convention Treasure
Metadata/Items/Currency/PrizeYellowMapPin	Convention Treasure
Metadata/Items/Currency/PrizeRedMapPin	Convention Treasure
Metadata/Items/Currency/PrizeTabulaRasaPin	Convention Treasure
Metadata/Items/Currency/PrizeKitavaPin	Convention Treasure
Metadata/Items/Currency/PrizeJewellersOrbPin	Convention Treasure
Metadata/Items/Currency/PrizePortalScrollPin	Convention Treasure
Metadata/Items/Currency/PrizeWisdomScrollPin	Convention Treasure
Metadata/Items/Currency/PrizeQuicksilverFlaskPin	Convention Treasure
Metadata/Items/Currency/PrizeDivineOrbPin	Convention Treasure
Metadata/Items/Currency/PrizeOrbofFusingPin	Convention Treasure
Metadata/Items/Currency/PrizeExaltedOrbPin	Convention Treasure
Metadata/Items/Currency/PrizeChiselPin	Convention Treasure
Metadata/Items/Currency/PrizeChaosOrbPin	Convention Treasure
Metadata/Items/Currency/PrizeDuelistPin	Convention Treasure
Metadata/Items/Currency/PrizeMarauderPin	Convention Treasure
Metadata/Items/Currency/PrizeTemplarPin	Convention Treasure
Metadata/Items/Currency/PrizeRangerPin	Convention Treasure
Metadata/Items/Currency/PrizeWitchPin	Convention Treasure
Metadata/Items/Currency/PrizeShadowPin	Convention Treasure
Metadata/Items/Currency/PrizeWitchDeskPad	Convention Treasure
Metadata/Items/Currency/PrizeMarauderDeskPad	Convention Treasure
Metadata/Items/Currency/PrizeRangerDeskPad	Convention Treasure
Metadata/Items/Currency/PrizeChaosOrbDeskPad	Convention Treasure
Metadata/Items/Currency/PrizeCelestialCatSocks	Convention Treasure
Metadata/Items/Currency/PrizeChaosOrbSocks	Convention Treasure
Metadata/Items/Currency/PrizeTShirt	Convention Treasure
Metadata/Items/Currency/PrizeHoodie	Convention Treasure
Metadata/Items/Gems/SkillGemThunderstorm	Thunderstorm
Metadata/Items/Gems/SupportGemChanceToFreeze	Chance to Freeze
Metadata/Items/Gems/SupportGemEssenceHarvest	Essence Harvest
Metadata/Items/Gems/SkillGemFuriousSlam	Furious Slam
Metadata/Items/Gems/SkillGemFerociousRoar	Ferocious Roar
Metadata/Items/Gems/SkillGemCastOnShock	Cast on Shock
Metadata/Items/Gems/SupportGemInvocation	Invocation
Metadata/Items/Gems/SkillGemCastOnFreeze	Cast on Freeze
Metadata/Items/Gems/SkillGemCastOnIgnite	Cast on Ignite
Metadata/Items/Gems/SkillGemCastOnElementalAilment	Cast on Elemental Ailment
Metadata/Items/Gems/SkillGemCastOnMeleeKill	Cast on Melee Kill
Metadata/Items/Gems/SkillGemCastOnDeath	Cast on Death
Metadata/Items/Gems/SkillGemCastOnCritical	Cast on Critical
Metadata/Items/Gems/SkillGemCastWhenStunned	Cast when Stunned
Metadata/Items/Gems/SkillGemCastWhenDamageTaken	Cast when Damage Taken
Metadata/Items/Gems/SkillGemUnknown1	Coming Soon
Metadata/Items/Gems/SkillGemUnknown2	Coming Soon
Metadata/Items/Gems/SkillGemUnknown3	Coming Soon
Metadata/Items/Gems/SkillGemUnknown4	Coming Soon
Metadata/Items/Gems/SkillGemUnknown5	Coming Soon
Metadata/Items/Gems/SkillGemUnknown6	Coming Soon
Metadata/Items/Gems/SkillGemUnknown7	Coming Soon
Metadata/Items/Gems/SkillGemUnknown8	Coming Soon
Metadata/Items/Gems/SkillGemUnknown9	Coming Soon
Metadata/Items/Gems/SkillGemUnknown10	Coming Soon
Metadata/Items/Gems/SkillGemUnknown11	Coming Soon
Metadata/Items/Gems/SkillGemUnknown12	Coming Soon
Metadata/Items/Gems/SkillGemUnknown13	Coming Soon
Metadata/Items/Gems/SkillGemUnknown14	Coming Soon
Metadata/Items/Gems/SkillGemUnknown15	Coming Soon
Metadata/Items/Gems/SkillGemUnknown16	Coming Soon
Metadata/Items/Gems/SkillGemUnknown17	Coming Soon
Metadata/Items/Gems/SkillGemUnknown18	Coming Soon
Metadata/Items/Gems/SkillGemUnknown19	Coming Soon
Metadata/Items/Gems/SkillGemUnknown20	Coming Soon
Metadata/Items/Gems/SkillGemUnknown21	Coming Soon
Metadata/Items/Gems/SkillGemUnknown22	Coming Soon
Metadata/Items/Gems/SkillGemUnknown23	Coming Soon
Metadata/Items/Gems/SkillGemUnknown24	Coming Soon
Metadata/Items/Gems/SkillGemUnknown25	Coming Soon
Metadata/Items/Gems/SkillGemUnknown26	Coming Soon
Metadata/Items/Gems/SkillGemUnknown27	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown1	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown2	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown3	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown4	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown5	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown6	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown7	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown8	Coming Soon
Metadata/Items/Gems/ReservationSkillGemUnknown9	Coming Soon
Metadata/Items/Gems/SupportGemUnknown1	Coming Soon
Metadata/Items/Gems/SupportGemUnknown2	Coming Soon
Metadata/Items/Gems/SupportGemUnknown3	Coming Soon
Metadata/Items/Gems/SupportGemUnknown4	Coming Soon
Metadata/Items/Gems/SupportGemUnknown5	Coming Soon
Metadata/Items/Gems/SupportGemUnknown6	Coming Soon
Metadata/Items/Gems/SupportGemUnknown7	Coming Soon
Metadata/Items/Gems/SupportGemUnknown8	Coming Soon
Metadata/Items/Gems/SupportGemUnknown9	Coming Soon
Metadata/Items/Gems/SkillGemBarrierInvocation	Barrier Invocation
Metadata/Items/Gems/SkillGemCastOnDodge	Cast on Dodge
Metadata/Items/Gems/SkillGemCastWhileChannelling	Cast while Channelling
Metadata/Items/Gems/SkillGemCastOnMeleeStun	Cast on Melee Stun
Metadata/Items/Gems/SkillGemLingeringIllusion	Lingering Illusion
Metadata/Items/Gems/SkillGemGhostDance	Ghost Dance
Metadata/Items/Gems/SkillGemBindSpectre	Bind Spectre
Metadata/Items/Gems/SkillGemDominatingAura	[DNT-UNUSED] Dominating Aura
Metadata/Items/Gems/SkillGemShroud	Shroud
Metadata/Items/Gems/SkillGemSummonMercenaryCompanion	Summon Companion
Metadata/Items/Gems/SkillGemAncestralWarriorTotem	Ancestral Warrior Totem
Metadata/Items/Gems/SkillGemSpellTotem	Spell Totem
Metadata/Items/Gems/SkillGemMetaBowTotem	[DNT-UNUSED] Meta Bow Totem
Metadata/Items/Gems/SkillGemPainOffering	Pain Offering
Metadata/Items/Currency/BindSpectreToken	[DNT-UNUSED] Bind Spectre Token
Metadata/Items/Gems/SkillGemTempestFlurry	Tempest Flurry
Metadata/Items/Gems/SkillGemStaggeringPalm	Staggering Palm
Metadata/Items/Gems/SkillGemChargedStaff	Charged Staff
Metadata/Items/Gem/SkillGemSiphoningStrike	Siphoning Strike
Metadata/Items/Gem/SkillGemTempestBell	Tempest Bell
Metadata/Items/Gem/SkillGemFrozenLocus	Frozen Locus
Metadata/Items/Gem/SkillGemBonestorm	Bonestorm
Metadata/Items/Gem/SkillGemBoneCage	Bone Cage
Metadata/Items/Gems/SupportGemSpreadingFrost	Spreading Frost
Metadata/Items/Gems/SupportGemPinpointCritical	Pinpoint Critical
Metadata/Items/Gem/SkillGemUnearth	Unearth
Metadata/Items/Gem/SkillGemDetonatingArrow	Detonating Arrow
Metadata/Items/Gem/SkillGemPoisonBurstArrow	Poisonburst Arrow
Metadata/Items/Gem/SkillGemToxicGrowth	Toxic Growth
Metadata/Items/Gem/SkillGemStormcallerArrow	Stormcaller Arrow
Metadata/Items/Gem/SkillGemPhantasmalArrow	Phantasmal Arrow
Metadata/Items/Gem/SkillGemLightningRod	Lightning Rod
Metadata/Items/Gem/SkillGemSnipe	Snipe
Metadata/Items/Gem/SkillGemGasArrow	Gas Arrow
Metadata/Items/Gem/SkillGemSolarOrb	Solar Orb
Metadata/Items/Gem/SkillGemFireball	Fireball
Metadata/Items/Gem/SkillGemElectrocutingArrow	Electrocuting Arrow
Metadata/Items/Gem/SkillGemColdSnap	Snap
Metadata/Items/Gem/SkillGemPerfectStrike	Perfect Strike
Metadata/Items/Gem/SkillGemShieldBlock	Raise Shield
Metadata/Items/Gem/SkillGemResonatingShield	Resonating Shield
Metadata/Items/Gem/SkillGemManaRemnants	Mana Remnants
Metadata/Items/Gem/SkillGemSanguineRevelry	[DNT-UNUSED] Sanguine Revelry
Metadata/Items/Gem/SkillGemMagmaBarrier	Magma Barrier
Metadata/Items/Gems/SkillGemFreezingShards	Freezing Shards
Metadata/Items/Gem/SkillGemVineArrow	Vine Arrow
Metadata/Items/Gems/SkillGemRhoaMount	Rhoa Mount
Metadata/Items/Gems/SkillGemCorpseCloud	Decompose
Metadata/Items/Gems/SupportGemIgnition	Ignite I
Metadata/Items/Gems/SupportGemIgnitionTwo	Ignite II
Metadata/Items/Gems/SupportGemIgnitionThree	Ignite III
Metadata/Items/Gems/SupportGemRuthless	Ruthless
Metadata/Items/Gems/SupportGemUnbreakable	Unbreakable
Metadata/Items/Gems/SupportGemLacerate	Bleed I
Metadata/Items/Gems/SupportGemLacerateTwo	Bleed II
Metadata/Items/Gems/SupportGemLacerateThree	Bleed III
Metadata/Items/Gems/SupportGemLacerateFour	Bleed IV
Metadata/Items/Gems/SupportGemBludgeon	Knockback
Metadata/Items/Gems/SupportGemOverpower	Stun I
Metadata/Items/Gems/SupportGemOverpowerTwo	Stun II
Metadata/Items/Gems/SupportGemOverpowerThree	Stun III
Metadata/Items/Gems/SupportGemPersistence	Prolonged Duration I
Metadata/Items/Gems/SupportGemPersistenceTwo	Prolonged Duration II
Metadata/Items/Gems/SupportGemPersistenceThree	Prolonged Duration III
Metadata/Items/Gems/SupportGemFastForward	Compressed Duration I
Metadata/Items/Gems/SupportGemFastForwardTwo	Compressed Duration II
Metadata/Items/Gems/SupportGemRage	Rage I
Metadata/Items/Gems/SupportGemRageTwo	Rage II
Metadata/Items/Gems/SupportGemRageThree	Rage III
Metadata/Items/Gems/SupportGemLifetap	Lifetap
Metadata/Items/Gems/SupportGemAtaluiBloodletting	Atalui's Bloodletting
Metadata/Items/Gems/SupportGemExecute	Execute I
Metadata/Items/Gems/SupportGemExecuteTwo	Execute II
Metadata/Items/Gems/SupportGemExecuteThree	Execute III
Metadata/Items/Gems/SupportGemSearingFlame	Searing Flame I
Metadata/Items/Gems/SupportGemSearingFlameTwo	Searing Flame II
Metadata/Items/Gems/SupportGemBehead	Behead I
Metadata/Items/Gems/SupportGemBeheadTwo	Behead II
Metadata/Items/Gems/SupportGemEinharsBeastrite	Einhar's Beastrite
Metadata/Items/Gems/SupportGemJaggedGround	Jagged Ground I
Metadata/Items/Gems/SupportGemJaggedGroundTwo	Jagged Ground II
Metadata/Items/Gems/SupportGemExploitWeakness	Exploit Weakness
Metadata/Items/Gems/SupportGemImpactShockwave	Impact Shockwave
Metadata/Items/Gems/SupportGemFirePenetration	Fire Penetration I
Metadata/Items/Gems/SupportGemFirePenetrationTwo	Fire Penetration II
Metadata/Items/Gems/SupportGemFireExposure	Fire Exposure
Metadata/Items/Gems/SupportGemEnragedWarcry	Enraged Warcry I
Metadata/Items/Gems/SupportGemEnragedWarcryTwo	Enraged Warcry II
Metadata/Items/Gems/SupportGemFistOfWar	Fist of War I
Metadata/Items/Gems/SupportGemFistOfWarTwo	Fist of War II
Metadata/Items/Gems/SupportGemFistOfWarThree	Fist of War III
Metadata/Items/Gems/SupportGemDevastate	Devastate
Metadata/Items/Gems/SupportGemHeavySwing	Heavy Swing
Metadata/Items/Gems/SupportGemLifeThief	Life Leech I
Metadata/Items/Gems/SupportGemLifeThiefTwo	Life Leech II
Metadata/Items/Gems/SupportGemLifeThiefThree	Life Leech III
Metadata/Items/Gems/SupportGemBrutality	Brutality I
Metadata/Items/Gems/SupportGemBrutalityTwo	Brutality II
Metadata/Items/Gems/SupportGemBrutalityThree	Brutality III
Metadata/Items/Gems/SupportGemBloodlust	Bloodlust
Metadata/Items/Gems/SupportGemMeatShield	Meat Shield I
Metadata/Items/Gems/SupportGemMeatShieldTwo	Meat Shield II
Metadata/Items/Gems/SupportGemBrutusBrain	Brutus' Brain
Metadata/Items/Gem/SupportGemBreakEndurance	Break Endurance
Metadata/Items/Gems/SupportGemEternalFlame	Eternal Flame I
Metadata/Items/Gems/SupportGemEternalFlameTwo	Eternal Flame II
Metadata/Items/Gems/SupportGemEternalFlameThree	Eternal Flame III
Metadata/Items/Gems/SupportGemInfernalLegion	Infernal Legion I
Metadata/Items/Gems/SupportGemInfernalLegionTwo	Infernal Legion II
Metadata/Items/Gems/SupportGemInfernalLegionThree	Infernal Legion III
Metadata/Items/Gems/SupportGemFireInfusion	Fire Attunement
Metadata/Items/Gems/SupportGemInspiration	Efficiency I
Metadata/Items/Gems/SupportGemInspirationTwo	Efficiency II
Metadata/Items/Gems/SupportGemImmolate	Immolate
Metadata/Items/Gems/SupportGemPremeditation	Premeditation
Metadata/Items/Gem/SupportGemRagingCry	Raging Cry
Metadata/Items/Gems/SupportGemDemolisher	Armour Demolisher I
Metadata/Items/Gems/SupportGemDemolisherTwo	Armour Demolisher II
Metadata/Items/Gems/SupportGemUruksSmelting	Uruk's Smelting
Metadata/Items/Gem/SupportGemRageforged	Rageforged I
Metadata/Items/Gem/SupportGemRageforgedTwo	Rageforged II
Metadata/Items/Gem/SupportGemArmourExplosion	Armour Explosion
Metadata/Items/Gem/SupportGemStompingGround	Stomping Ground
Metadata/Items/Gems/SupportGemCorruptingCry	Corrupting Cry I
Metadata/Items/Gems/SupportGemCorruptingCryTwo	Corrupting Cry II
Metadata/Items/Gems/SupportGemCorruptingCryThree	Paquate's Pact
Metadata/Items/Gems/SupportGemDeepCuts	Deep Cuts I
Metadata/Items/Gems/SupportGemDeepCutsTwo	Deep Cuts II
Metadata/Items/Gems/SupportGemSplinter	Armour Break I
Metadata/Items/Gems/SupportGemSplinterTwo	Armour Break II
Metadata/Items/Gems/SupportGemSplinterThree	Armour Break III
Metadata/Items/Gem/SupportGemRupture	Rupture
Metadata/Items/Gem/SupportGemDazingCry	Dazing Cry
Metadata/Items/Gems/SupportGemPrimalArmament	Elemental Armament I
Metadata/Items/Gems/SupportGemPrimalArmamentTwo	Elemental Armament II
Metadata/Items/Gems/SupportGemPrimalArmamentThree	Elemental Armament III
Metadata/Items/Gems/SupportGemVitality	Vitality I
Metadata/Items/Gems/SupportGemVitalityTwo	Vitality II
Metadata/Items/Gems/SupportGemHerbalism	Herbalism I
Metadata/Items/Gems/SupportGemHerbalismTwo	Herbalism II
Metadata/Items/Gems/SupportGemCannibalism	Cannibalism I
Metadata/Items/Gems/SupportGemCannibalismTwo	Cannibalism II
Metadata/Items/Gems/SupportGemAftershock	Aftershock I
Metadata/Items/Gems/SupportGemAftershockTwo	Aftershock II
Metadata/Items/Gems/SupportGemAftershockThree	Aftershock III
Metadata/Items/Gems/SupportGemSlamAftershocks	Tectonic Slams
Metadata/Items/Gems/SupportGemConduction	Shock
Metadata/Items/Gems/SupportGemPierce	Pierce I
Metadata/Items/Gems/SupportGemPierceTwo	Pierce II
Metadata/Items/Gems/SupportGemPierceThree	Pierce III
Metadata/Items/Gems/SupportGemScattershot	Multishot I
Metadata/Items/Gems/SupportGemScattershotTwo	Multishot II
Metadata/Items/Gems/SupportGemNovaProjectiles	Nova Projectiles I
Metadata/Items/Gems/SupportGemSpiralProjectiles	[DNT-UNUSED] Spiral Projectiles I
Metadata/Items/Gems/SupportGemWindWave	Wind Wave
Metadata/Items/Gems/SupportGemEnvenom	Poison I
Metadata/Items/Gems/SupportGemEnvenomTwo	Poison II
Metadata/Items/Gems/SupportGemEnvenomThree	Poison III
Metadata/Items/Gems/SupportGemMaim	Maim
Metadata/Items/Gems/SupportGemBlind	Blind I
Metadata/Items/Gems/SupportGemBlindTwo	Blind II
Metadata/Items/Gems/SupportGemAcceleration	Projectile Acceleration I
Metadata/Items/Gems/SupportGemAccelerationTwo	Projectile Acceleration II
Metadata/Items/Gems/SupportGemAccelerationThree	Projectile Acceleration III
Metadata/Items/Gems/SupportGemDeceleration	Projectile Deceleration I
Metadata/Items/Gems/SupportGemDecelerationTwo	Projectile Deceleration II
Metadata/Items/Gems/SupportGemVilentasPropulsion	Vilenta's Propulsion
Metadata/Items/Gems/SupportGemElectrocute	Electrocute
Metadata/Items/Gems/SupportGemElectrocuteLineage	Eonyr's Thunder
Metadata/Items/Gems/SupportGemOverabundance	Overabundance I
Metadata/Items/Gems/SupportGemOverabundanceTwo	Overabundance II
Metadata/Items/Gems/SupportGemOverabundanceThree	Overabundance III
Metadata/Items/Gems/SupportGemMobility	Mobility
Metadata/Items/Gems/SupportGemOvercharge	Overcharge
Metadata/Items/Gems/SupportGemPerpetualCharge	Perpetual Charge
Metadata/Items/Gems/SupportGemPin	Pin I
Metadata/Items/Gems/SupportGemPinTwo	Pin II
Metadata/Items/Gems/SupportGemPinThree	Pin III
Metadata/Items/Gems/SupportGemChain	Chain I
Metadata/Items/Gems/SupportGemChainTwo	Chain II
Metadata/Items/Gems/SupportGemChainThree	Chain III
Metadata/Items/Gems/SupportGemLightningPenetration	Lightning Penetration
Metadata/Items/Gems/SupportGemLightningExposure	Lightning Exposure
Metadata/Items/Gems/SupportGemSecondWind	Second Wind I
Metadata/Items/Gems/SupportGemSecondWindTwo	Second Wind II
Metadata/Items/Gems/SupportGemSecondWindThree	Second Wind III
Metadata/Items/Gems/SupportGemNeuralOverload	Neural Overload
Metadata/Items/Gems/SupportGemBurstingPlague	Bursting Plague
Metadata/Items/Gems/SupportGemDeadlyHeralds	Deadly Herald
Metadata/Items/Gems/SupportGemCorrosion	Corrosion
Metadata/Items/Gems/SupportGemInfusion	Infusion
Metadata/Items/Gems/SupportGemLockdown	Lockdown
Metadata/Items/Gems/SupportGemFork	Fork
Metadata/Items/Gems/SupportGemBounty	Bounty I
Metadata/Items/Gems/SupportGemBountyTwo	Bounty II
Metadata/Items/Gems/SupportGemManaBounty	Mana Bounty
Metadata/Items/Gems/SupportGemLifeBounty	Life Bounty
Metadata/Items/Gems/SupportGemLastingShock	Lasting Shock
Metadata/Items/Gems/SupportGemLightningInfusion	Lightning Attunement
Metadata/Items/Gems/SupportGemLifeDrain	Life Drain
Metadata/Items/Gems/SupportGemSoulDrain	Soul Drain
Metadata/Items/Gems/SupportGemMartialTempo	Rapid Attacks I
Metadata/Items/Gems/SupportGemMartialTempoTwo	Rapid Attacks II
Metadata/Items/Gems/SupportGemMartialTempoThree	Rapid Attacks III
Metadata/Items/Gems/SupportGemBullseye	Heightened Accuracy I
Metadata/Items/Gems/SupportGemBullseyeTwo	Heightened Accuracy II
Metadata/Items/Gem/SupportGemInnervate	Innervate
Metadata/Items/Gems/SupportGemProfusion	Charge Profusion I
Metadata/Items/Gems/SupportGemProfusionTwo	Charge Profusion II
Metadata/Items/Gems/SupportGemComorbidity	Escalating Poison
Metadata/Items/Gems/SupportGemMurderousIntent	Murderous Intent
Metadata/Items/Gems/SupportGemMomentum	Momentum
Metadata/Items/Gems/SupportGemCrescendo	Crescendo I
Metadata/Items/Gems/SupportGemCrescendoTwo	Crescendo II
Metadata/Items/Gems/SupportGemCrescendoThree	Crescendo III
Metadata/Items/Gems/SupportGemDeadlyPoison	Deadly Poison I
Metadata/Items/Gems/SupportGemDeadlyPoisonTwo	Deadly Poison II
Metadata/Items/Gems/SupportGemWindowOfOpportunity	Window of Opportunity I
Metadata/Items/Gems/SupportGemWindowOfOpportunityTwo	Window of Opportunity II
Metadata/Items/Gem/SupportGemSwiftAffliction	Swift Affliction I
Metadata/Items/Gem/SupportGemSwiftAfflictionTwo	Swift Affliction II
Metadata/Items/Gem/SupportGemSwiftAfflictionThree	Swift Affliction III
Metadata/Items/Gems/SupportGemFusillade	Fusillade
Metadata/Items/Gems/SupportGemComboFinisher	Combo Finisher I
Metadata/Items/Gems/SupportGemComboFinisherTwo	Combo Finisher II
Metadata/Items/Gems/SupportGemAilithLineage	Ailith's Chimes
Metadata/Items/Gems/SupportGemEncumbrance	Slow Potency
Metadata/Items/Gems/SupportGemLongshot	Longshot I
Metadata/Items/Gems/SupportGemLongshotTwo	Longshot II
Metadata/Items/Gem/SupportGemCullingStrike	Culling Strike I
Metadata/Items/Gem/SupportGemCullingStrikeTwo	Culling Strike II
Metadata/Items/Gems/SupportGemDiscombobulate	Daze
Metadata/Items/Gems/SupportGemBreakPosture	Break Posture
Metadata/Items/Gems/SupportGemIngenuity	Cooldown Recovery I
Metadata/Items/Gems/SupportGemIngenuityTwo	Cooldown Recovery II
Metadata/Items/Gems/SupportGemPrecision	Precision I
Metadata/Items/Gems/SupportGemPrecisionTwo	Precision II
Metadata/Items/Gems/SupportGemGlaciation	Freeze
Metadata/Items/Gems/SupportGemEnergyBarrier	Energy Barrier
Metadata/Items/Gems/SupportGemWildfire	Wildfire
Metadata/Items/Gems/SupportGemFrostNexus	Frost Nexus
Metadata/Items/Gems/SupportGemCoursingCurrent	Shock Conduction I
Metadata/Items/Gems/SupportGemCoursingCurrentTwo	Shock Conduction II
Metadata/Items/Gems/SupportGemMagnifiedEffect	Magnified Area I
Metadata/Items/Gems/SupportGemMagnifiedEffectTwo	Magnified Area II
Metadata/Items/Gems/SupportGemConcentratedEffect	Concentrated Area
Metadata/Items/Gems/SupportGemSpellEcho	Spell Echo
Metadata/Items/Gems/SupportGemExpand	Expand
Metadata/Items/Gems/SupportGemUnleash	Unleash
Metadata/Items/Gems/SupportGemZarokhsRevolt	Zarokh's Revolt
Metadata/Items/Gems/SupportGemAmbush	Ambush
Metadata/Items/Gems/SupportGemBitingFrost	Biting Frost I
