# stat_desc_map.tsv - generated by build_stat_desc_map.py
# Format: stat_id TAB template TAB arg_index TAB group_ids
# template placeholders: {0} {1} = stat values; wiki links stripped
# arg_index: which {N} this stat fills (0=first, 1=second, ...)
# group_ids: comma-separated group (multi-stat entries share a template)
%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100	Consuming Glory grants you {0}% increased Attack damage per Glory consumed for 6 seconds, up to 60%	0	%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100
%_chance_for_crossbow_reload_to_be_instant	{0}% chance when you Reload a Crossbow to be immediate	0	%_chance_for_crossbow_reload_to_be_instant
%_chance_to_blind_on_critical_strike	{0}% chance to Blind Enemies on Critical Hit	0	%_chance_to_blind_on_critical_strike
%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth	Critical Hits have {0}% chance to Blind Enemies while you have Cat's Stealth	0	%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth
%_chance_to_cause_bleeding_enemies_to_flee_on_hit	{0}% Chance to cause Bleeding Enemies to Flee on hit	0	%_chance_to_cause_bleeding_enemies_to_flee_on_hit
%_chance_to_create_smoke_cloud_on_mine_or_trap_creation	{0}% chance to create a Smoke Cloud when you lay a Mine or throw a Trap	0	%_chance_to_create_smoke_cloud_on_mine_or_trap_creation
%_chance_to_deal_150%_area_damage_+%_final	Hits have {0}% chance to deal 50% more Area Damage	0	%_chance_to_deal_150%_area_damage_+%_final
%_chance_to_duplicate_dropped_sentinels	{}% chance for found Sentinels to be Duplicated	0	%_chance_to_duplicate_dropped_sentinels
%_chance_to_gain_endurance_charge_each_second_while_channelling	{0}% chance to gain an Endurance Charge each second while Channelling	0	%_chance_to_gain_endurance_charge_each_second_while_channelling
%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Frenzy Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy	Supported Skills have {0}% chance to gain a Frenzy Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life	{0}% chance to gain a Power Charge on Hit against Enemies that are on Full Life	0	%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life
%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Power Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_power_charge_on_placing_a_totem	{0}% chance to gain a Power Charge when you Summon a Totem	0	%_chance_to_gain_power_charge_on_placing_a_totem
%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy	Supported Skills have {0}% chance to gain a Power Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance, Frenzy or Power Charge when any\nof your Traps are Triggered by an Enemy	0	%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy
%_maximum_life_as_focus	Enemies have Maximum Concentration equal to {0}% of their Maximum Life	0	%_maximum_life_as_focus
%_maximum_life_inflicted_as_aoe_fire_damage_when_hit	Deal {0}% of your maximum Life as Fire Damage to nearby Enemies when Hit	0	base_%_maximum_life_inflicted_as_aoe_fire_damage_when_hit
%_number_of_raging_spirits_allowed	{0}% increased Maximum number of Summoned Raging Spirits	0	%_number_of_raging_spirits_allowed
%_of_life_regeneration_applies_to_totems	{}% of your Life Regeneration applies to your Totems aswell	0	%_of_life_regeneration_applies_to_totems
%_physical_damage_bypasses_energy_shield	Physical Damage taken bypasses Energy Shield	0	%_physical_damage_bypasses_energy_shield
shrapnel_shot_damage_+%	{0}% increased Galvanic Arrow Damage	0	shrapnel_shot_damage_+%
shrapnel_shot_physical_damage_%_to_gain_as_lightning_damage	{0}% of Galvanic Arrow Physical Damage gained as extra Lightning Damage	0	shrapnel_shot_physical_damage_%_to_gain_as_lightning_damage
shrapnel_shot_radius_+%	{0}% increased Galvanic Arrow Area of Effect	0	shrapnel_shot_radius_+%
shrapnel_trap_area_of_effect_+%	Explosive Trap has {0}% increased Area of Effect	0	shrapnel_trap_area_of_effect_+%
shrapnel_trap_damage_+%	Explosive Trap deals {0}% increased Damage	0	shrapnel_trap_damage_+%
shrapnel_trap_number_of_additional_secondary_explosions	Explosive Trap causes an additional smaller explosion	0	shrapnel_trap_number_of_additional_secondary_explosions
shrine_buff_effect_on_self_+%	{0}% increased effect of Shrine Buffs on you	0	shrine_buff_effect_on_self_+%
shrine_effect_duration_+%	{0}% increased Duration of Shrine Effects on you	0	shrine_effect_duration_+%
siege_and_shrapnel_ballista_attack_speed_+%_per_maximum_totem	{0}% increased Siege and Shrapnel Ballista attack speed per maximum Summoned Totem	0	siege_and_shrapnel_ballista_attack_speed_+%_per_maximum_totem
siege_ballista_attack_speed_+%	Siege Ballista has {0}% increased Attack Speed	0	siege_ballista_attack_speed_+%
siege_ballista_damage_+%	Siege Ballista deals {0}% increased Damage	0	siege_ballista_damage_+%
siege_ballista_totem_placement_speed_+%	Siege Ballista has {0}% increased Totem Placement Speed	0	siege_ballista_totem_placement_speed_+%
siege_ballista_totems_from_this_skill_grant_siege_ballista_attack_speed_-%	{0}% reduced Siege Ballista attack speed per Siege Ballista Totem	0	siege_ballista_totems_from_this_skill_grant_siege_ballista_attack_speed_-%
sigil_attached_target_damage_+%	Skills deal {0}% increased Brand Damage with Hits to their Branded Enemy	0	sigil_attached_target_damage_+%
sigil_attached_target_damage_taken_+%	Enemies take {0}% increased Damage for each of your Brands Attached to them	0	sigil_attached_target_damage_taken_+%
sigil_critical_strike_chance_+%	{0}% increased Brand Critical Hit Chance	0	sigil_critical_strike_chance_+%
sigil_critical_strike_multiplier_+	{0:+d}% to Brand Critical Damage Bonus	0	sigil_critical_strike_multiplier_+
sigil_damage_+%	{0}% increased Brand Damage	0	sigil_damage_+%
sigil_damage_+%_per_10_devotion	{0}% increased Brand Damage per 10 Devotion	0	sigil_damage_+%_per_10_devotion
sigil_duration_+%	Brand Skills have {0}% increased Duration	0	sigil_duration_+%
sigil_recall_cooldown_speed_+%	Brand Recall has {0}% increased Cooldown Recovery Rate	0	sigil_recall_cooldown_speed_+%
sigil_recall_cooldown_speed_+%_per_brand_up_to_40%	Brand Recall has {0}% increased Cooldown Recovery Rate per Brand, up to a maximum of 40%	0	sigil_recall_cooldown_speed_+%_per_brand_up_to_40%
sigil_repeat_frequency_+%	{0}% increased Activation frequency	0	sigil_repeat_frequency_+%
sigil_repeat_frequency_+%_if_havent_used_a_brand_skill_recently	{0}% increased Brand Activation Frequency if you haven't used a Brand Skill Recently	0	sigil_repeat_frequency_+%_if_havent_used_a_brand_skill_recently
sigil_repeat_frequency_ms	Activates every {0} second while Attached	0	base_sigil_repeat_frequency_ms
sigil_target_search_range_+%	{0}% increased Brand Attachment range	0	sigil_target_search_range_+%
silver_flask_display_onslaught	Onslaught	0	silver_flask_display_onslaught
silver_footprints_from_item	Mercury Footprints	0	silver_footprints_from_item
siphon_duration_+%	{0}% increased Essence Drain Duration	0	siphon_duration_+%
sirus_additional_awakened_gem_drop_chance_%	Sirus has {0}% chance to drop an Awakened Support Gem	0	sirus_additional_awakened_gem_drop_chance_%
skeletal_chains_area_of_effect_+%	{0}% increased Dark Pact Area of Effect	0	skeletal_chains_area_of_effect_+%
skeletal_chains_cast_speed_+%	{0}% increased Dark Pact Cast Speed	0	skeletal_chains_cast_speed_+%
skeletal_chains_damage_+%	{0}% increased Dark Pact Damage	0	skeletal_chains_damage_+%
skeleton_attack_speed_+%	{0}% increased Skeleton Attack Speed	0	skeleton_attack_speed_+%
skeleton_cast_speed_+%	{0}% increased Skeleton Cast Speed	0	skeleton_cast_speed_+%
skeleton_duration_+%	{0}% increased Skeleton Duration	0	skeleton_duration_+%
skeleton_minion_reservation_+%	Skeletons have {0}% increased Reservation	0	skeleton_minion_reservation_+%
skeleton_movement_speed_+%	{0}% increased Skeleton Movement Speed	0	skeleton_movement_speed_+%
skeletons_and_holy_relics_+%_effect_of_non_damaging_ailments	{0}% increased Effect of Non-Damaging Ailments inflicted by Summoned Skeletons and Holy Relics	0	skeletons_and_holy_relics_+%_effect_of_non_damaging_ailments
skeletons_and_holy_relics_convert_%_physical_damage_to_a_random_element	Summoned Skeletons and Holy Relics convert {0}% of their Physical Damage to a random Element	0	skeletons_and_holy_relics_convert_%_physical_damage_to_a_random_element
skeletons_are_permanent_minions	Summoned Skeleton Warriors are Permanent and Follow you	0	skeletons_are_permanent_minions
skeletons_damage_+%	Skeletons deal {0}% increased Damage	0	skeletons_damage_+%
skill_X_fewer_maximum_stages	Supported Skills have {0} fewer Maximum Stages and Seals	0	skill_X_fewer_maximum_stages
skill_X_minimum_stages	Minimum Stage or Seal count for Supported Skills is {0}	0	skill_X_minimum_stages
skill_added_attack_time_by_distance_ms	{0:+d} second to Total Attack Time	1	total_attack_time_+_ms,skill_added_attack_time_by_distance_ms
skill_additional_fissure_chance_%	Skills which create Fissures have a {0}% chance to create an additional Fissure	0	skill_additional_fissure_chance_%
skill_area_of_effect_+%	{0}% increased Area of Effect	0	base_skill_area_of_effect_+%
skill_area_of_effect_+%_if_enemy_killed_recently	{0}% increased Area of Effect if you've Killed Recently	0	skill_area_of_effect_+%_if_enemy_killed_recently
skill_area_of_effect_+%_in_sand_stance	{0}% increased Area of Effect while in Sand Stance	0	skill_area_of_effect_+%_in_sand_stance
skill_area_of_effect_+%_per_active_mine	You gain {0}% increased Area of Effect for each Mine	0	skill_area_of_effect_+%_per_active_mine
skill_area_of_effect_+%_per_expand_seal	Supported Skills have {0}% increased area of effect for each Seal lost	0	skill_area_of_effect_+%_per_expand_seal
skill_area_of_effect_+%_per_power_charge	{0}% increased Area of Effect per Power Charge	0	skill_area_of_effect_+%_per_power_charge
skill_area_of_effect_+%_per_power_charge_up_to_50%	{0}% increased Area of Effect per Power Charge, up to a maximum of 50%	0	skill_area_of_effect_+%_per_power_charge_up_to_50%
skill_area_of_effect_+%_while_no_frenzy_charges	{0}% increased Area of Effect while you have no Frenzy Charges	0	skill_area_of_effect_+%_while_no_frenzy_charges
skill_area_of_effect_when_unarmed_+%	{0}% increased Area of Effect while Unarmed	0	skill_area_of_effect_when_unarmed_+%
skill_aura_also_disables_non_blessing_mana_reservation_skills	Your Non-Blessing Skills which Reserve Mana are Disabled while you have an Aura from a Supported Skill on you	0	skill_aura_also_disables_non_blessing_mana_reservation_skills
skill_base_chaos_damage_%_maximum_energy_shield	Deals {0}% of your maximum Energy Shield as base Chaos Damage	0	skill_base_chaos_damage_%_maximum_energy_shield
skill_base_chaos_damage_%_maximum_life	Deals {0}% of your maximum Life as base Chaos Damage	0	skill_base_chaos_damage_%_maximum_life
skill_buff_effect_+%	Supported Skills have {0}% increased Buff Effect	0	skill_buff_effect_+%
skill_can_only_use_bow	Supported Skills can only be used with Bows	0	skill_can_only_use_bow
skill_can_only_use_non_melee_weapons	Supported Skills can only be used with Bows or Wands	0	skill_can_only_use_non_melee_weapons
skill_can_own_mirage_archers	Maximum 1 Summoned Mirage Archer	0	skill_can_own_mirage_archers
skill_can_see_monster_categories	While this Gem is Socketed you can view Monster Categories on Enemies	0	skill_can_see_monster_categories
skill_cannot_be_used_unless_stationary_for_X_ms	Supported Skills cannot be used unless you have been stationary for {0} second\nThis timer resets when you move	0	skill_cannot_be_used_unless_stationary_for_X_ms
skill_cannot_generate_endurance_charges	Supported Skills cannot generate Endurance Charges	0	skill_cannot_generate_endurance_charges
skill_cannot_generate_frenzy_charges	Supported Skills cannot generate Frenzy Charges	0	skill_cannot_generate_frenzy_charges
skill_cannot_generate_power_charges	Supported Skills cannot generate Power Charges	0	skill_cannot_generate_power_charges
skill_conditional_requires_X_volatility	Supported Skill requires {0} Volatility on you to use	0	skill_conditional_requires_X_volatility
skill_consume_corpse_within_X_units_on_use	Supported Skills consume a Corpse within {0} metres\non use, if possible	0	skill_consume_corpse_within_X_units_on_use,skill_consume_up_to_X_corpses_on_use
skill_consume_frenzy_charge_to_armour_break_for_%_of_physical_damage	Supported Skills Consume a Frenzy Charge on use to Break Armour equal to {0}% of Physical Damage dealt	0	skill_consume_frenzy_charge_to_armour_break_for_%_of_physical_damage
skill_consume_frenzy_charge_to_gain_skill_speed_+%_final	Supported Skills will consume a Frenzy Charge on use if possible\nSupported Skills have {0}% more Skill Speed when consuming Frenzy Charges	0	skill_consume_frenzy_charge_to_gain_skill_speed_+%_final
skill_consume_power_charge_to_gain_critical_strike_chance_+%_final	Supported Skills will consume a Power Charge on use if possible\nSupported Skills have {0}% more chance to Critically Hit when consuming Power Charges	0	skill_consume_power_charge_to_gain_critical_strike_chance_+%_final
skill_consume_up_to_X_corpses_on_use	Supported Skills consume a Corpse within {0} metres\non use, if possible	1	skill_consume_corpse_within_X_units_on_use,skill_consume_up_to_X_corpses_on_use
skill_cooldown_-%	{0}% reduced Skill Cooldown	0	skill_cooldown_-%
skill_cost_+%_final_if_blue_support_count_highest	For each colour of Socketed Support Gem that is most numerous, gain:\n•Red: Hits against you have no Critical Damage Bonus\n•Blue: Skills have {1}% more cost\n•Green: {2}% more Movement Speed Penalty from using Skills while Moving	1	no_self_critical_strike_multiplier_if_red_support_count_highest,skill_cost_+%_final_if_blue_support_count_highest,movement_speed_penalty_+%_final_while_performing_action_if_green_support_count_highest
skill_cost_+%_per_socketed_soul_core	DNT-UNUSED {0}% increased cost of Skills per socketed Soul Core	0	skill_cost_+%_per_socketed_soul_core
skill_cost_base_life_equal_to_base_mana	Skills gain a Base Life Cost equal to Base Mana Cost	0	skill_cost_base_life_equal_to_base_mana
skill_cost_efficiency_+%	{0}% increased Cost Efficiency	0	base_skill_cost_efficiency_+%
skill_cost_efficiency_+%_if_consumed_power_charge_recently	{0}% increased Cost Efficiency of Skills if you've consumed a Power Charge Recently	0	skill_cost_efficiency_+%_if_consumed_power_charge_recently
skill_cost_life_instead_of_mana	Mana Cost of Supported Skills Converted to Life Cost	0	base_skill_cost_life_instead_of_mana
skill_cost_life_instead_of_mana_%	Supported Skills have {0}% of Mana Costs Converted to Life Costs	0	base_skill_cost_life_instead_of_mana_%
skill_cross_slash_triggered_summon_+_wolves_if_rare	Additional Wolves Summoned if target is Rare@{0:+d}	0	skill_cross_slash_triggered_summon_+_wolves_if_rare
skill_cross_slash_triggered_summon_+_wolves_if_unique	Additional Wolves Summoned if target is Unique@{0:+d}	0	skill_cross_slash_triggered_summon_+_wolves_if_unique
skill_detonate_random_volatility_amount_on_use	Using Supported Skills will explode a random amount of Volatility on you	0	skill_detonate_random_volatility_amount_on_use
skill_detonation_time	Detonation Time is {0} second	0	base_skill_detonation_time
skill_detonation_time_+%	Supported Skills have {0}% increased Detonation Time	0	skill_detonation_time_+%
skill_effect_and_damaging_ailment_duration_+%	{0}% increased Duration of Supported Skills and Damaging Ailments they inflict	0	skill_effect_and_damaging_ailment_duration_+%
skill_effect_duration_+%	{0}% increased Skill Effect Duration	0	skill_effect_duration_+%
skill_effect_duration_+%_if_killed_maimed_enemy_recently	{0}% increased Skill Effect Duration if you've Killed a Maimed Enemy Recently	0	skill_effect_duration_+%_if_killed_maimed_enemy_recently
skill_effect_duration_+%_per_10_strength	{0}% increased Duration per 10 Strength	0	skill_effect_duration_+%_per_10_strength
skill_effect_duration_+%_per_enemy_frozen_last_8_seconds	{0}% increased Skill Effect Duration per Enemy you've Frozen in the last 8 seconds, up to 40%	0	skill_effect_duration_+%_per_enemy_frozen_last_8_seconds
skill_effect_duration_+%_when_using_shapeshift_skills	Shapeshift Skills have {0}% increased Skill Effect Duration	0	skill_effect_duration_+%_when_using_shapeshift_skills
skill_effect_duration_+%_while_affected_by_malevolence	{0}% increased Skill Effect Duration while affected by Malevolence	0	skill_effect_duration_+%_while_affected_by_malevolence
skill_effect_duration_+%_while_dead	Supported Skills have {}% increased Skill Effect Duration while Dead	0	skill_effect_duration_+%_while_dead
skill_effect_duration_+%_with_bow_skills	Bow Skills have {0}% increased Skill Effect Duration	0	skill_effect_duration_+%_with_bow_skills
skill_effect_duration_+%_with_non_curse_aura_skills	Non-Curse Aura Skills have {0}% increased Duration	0	skill_effect_duration_+%_with_non_curse_aura_skills
skill_effect_duration_per_100_int	{0} seconds additional Base Duration per 100 Intelligence	0	skill_effect_duration_per_100_int
skill_enemies_affected_by_non_ailment_damage_over_time_life_regeneration_rate_+%	Enemies affected by non-Ailment Damage over time from Supported Skills have {0}% increased Life regeneration rate	0	skill_enemies_affected_by_non_ailment_damage_over_time_life_regeneration_rate_+%
skill_gain_life_cost_%_of_mana_cost	Skills gain a Base Life Cost equal to {0}% of Base Mana Cost	0	base_skill_gain_life_cost_%_of_mana_cost
skill_glory_gain_per_2_seconds	Skills which require Glory generate {0} Glory every 2 seconds	0	skill_glory_gain_per_2_seconds
skill_grenade_detonate_only_at_end_of_duration	Grenades from Supported Skills cannot explode before the end of their Detonation Time	0	skill_grenade_detonate_only_at_end_of_duration
skill_has_double_limit	Limits of Supported Skills are doubled	0	skill_has_double_limit
skill_has_spectral_arrows	Attacks with Supported Skills create a Spectral Projectile	0	skill_has_spectral_arrows
skill_hyena_cackle_size	Hyena Cackle size {0}	0	skill_hyena_cackle_size
skill_internal_monster_responsiveness_+%	{0}% increased Monster Responsiveness	0	skill_internal_monster_responsiveness_+%
skill_is_blessing_skill	Supported Skills also count as Blessing Skills\nYou can only have one Aura on you from your Blessing Skills	0	skill_is_blessing_skill
skill_life_cost_+	{0:+d} to Total Life Cost of Skills	0	skill_life_cost_+
skill_life_cost_+_with_channelling_skills	Channelling Skills have {0:+d} to Total Life Cost	0	skill_life_cost_+_with_channelling_skills
skill_life_cost_+_with_non_channelling_skills	Non-Channelling Skills have {0:+d} to Total Life Cost	0	skill_life_cost_+_with_non_channelling_skills
skill_mana_cost_+	{0:+d} to Total Mana Cost of Skills	0	skill_mana_cost_+
skill_mana_cost_+_for_each_equipped_corrupted_item	{0:+d} to Total Mana Cost of Skills for each Corrupted Item Equipped	0	skill_mana_cost_+_for_each_equipped_corrupted_item
skill_mana_cost_+_while_affected_by_clarity	{0:+d} to Total Mana Cost of Skills while affected by Clarity	0	skill_mana_cost_+_while_affected_by_clarity
skill_mana_cost_+_with_channelling_skills	Channelling Skills have {0:+d} to Total Mana Cost	0	skill_mana_cost_+_with_channelling_skills
skill_mana_cost_+_with_non_channelling_skills	Non-Channelling Skills have {0:+d} to Total Mana Cost	0	skill_mana_cost_+_with_non_channelling_skills
skill_mana_cost_+_with_non_channelling_skills_while_affected_by_clarity	Non-Channelling Skills have {0:+d} to Total Mana Cost while affected by Clarity	0	skill_mana_cost_+_with_non_channelling_skills_while_affected_by_clarity
skill_mana_costs_converted_to_life_costs_%_during_life_flask	{0}% of Skill Mana costs Converted to Life Costs during any Life Flask Effect	0	skill_mana_costs_converted_to_life_costs_%_during_life_flask
skill_max_unleash_seals	Supported Spells gain a Seal every {0}% of cast time, to a maximum of {2} Seals\nSupported Spells are Unsealed when cast, and their effects Reoccur for each Seal lost	3	unleash_support_seal_gain_frequency_as_%_of_total_cast_time,virtual_support_anticipation_charge_gain_interval_ms,support_anticipation_rapid_fire_count,skill_max_unleash_seals
skill_maximum_energy_+%	Supported Meta Gems have {0}% increased Maximum Energy	0	skill_maximum_energy_+%
skill_maximum_number_of_combo_stacks	Supported Skills can gain up to {0} Combo\nSupported Skills lose all Combo on use	0	skill_maximum_number_of_combo_stacks
skill_no_reservation	Supported Skills have no Reservation	0	base_skill_no_reservation
skill_offering_targets_an_additional_skeleton	Supported Offering Skills target an additional skeletal Minion\nSupport Effects are only applied if an additional skeletal Minion is targeted	0	skill_offering_targets_an_additional_skeleton
skill_raging_spirit_per_x_radius	Fire Area Spells summon a Spirit per {0} metres of radius\nProjectiles from Fire Spells summon a Spirit on hit	0	skill_raging_spirit_per_x_radius
skill_raging_spirits_max_per_action	Maximum {0} Spirit summoned per Spell cast	0	skill_raging_spirits_max_per_action
skill_range_+%	{0}% increased Skill Range	0	skill_range_+%
skill_repeat_count	Skills Repeat an additional Time	0	skill_repeat_count
skill_reserve_life_instead_of_mana	Supported Skills Reserve Life instead of Mana	0	base_skill_reserve_life_instead_of_mana
skill_speed_+%	{0}% increased Skill Speed	0	skill_speed_+%
skill_speed_+%_against_bloodlusting_enemies	{0}% increased Skill Speed while an enemy with an Open Weakness is in your Presence	0	skill_speed_+%_against_bloodlusting_enemies
skill_speed_+%_if_consumed_frenzy_charge_recently	{0}% increased Skill Speed if you've consumed a Frenzy Charge Recently	0	skill_speed_+%_if_consumed_frenzy_charge_recently
skill_speed_+%_while_shapeshifted	{0}% increased Skill Speed while Shapeshifted	0	skill_speed_+%_while_shapeshifted
skill_speed_+%_with_channelling_skills	{0}% increased Skill Speed with Channelling Skills	0	skill_speed_+%_with_channelling_skills
skill_uncapped_combo_counter	Supported Skills can gain Combo\nSupported Skills lose all Combo on use	0	skill_uncapped_combo_counter
skill_unusable_until_moved_X_distance	Supported Skills become usable after you have moved {0} metres\nSupported Skills become unusable again after use	0	skill_unusable_until_moved_X_distance
skill_wolf_pack_size	Wolf Pack size {0}	0	skill_wolf_pack_size
skills_are_usable_without_mana_cost_while_surrounded	Insufficient Mana doesn't prevent the use of Supported Skills while Surrounded	0	skills_are_usable_without_mana_cost_while_surrounded
skills_cost_no_mana_while_focused	Non-Aura Skills Cost no Mana or Life while Focused	0	skills_cost_no_mana_while_focused
skills_deal_you_x%_of_mana_cost_as_physical_damage	Take {0}% of Mana Costs you pay for Skills as Physical Damage	0	skills_deal_you_x%_of_mana_cost_as_physical_damage
skills_fire_x_additional_projectiles_for_4_seconds_after_consuming_12_steel_ammo	Skills Fire {0} additional Projectile for 4 seconds after\nyou consume a total of 12 Steel Shards	0	skills_fire_x_additional_projectiles_for_4_seconds_after_consuming_12_steel_ammo
skills_from_corrupted_gems_cost_life_instead_of_%_mana_cost	Skills from Corrupted Gems have {0}% of Mana Costs Converted to Life Costs	0	skills_from_corrupted_gems_cost_life_instead_of_%_mana_cost
skills_gain_critical_strike_chance_+%_per_sockted_or_adjacent_blue_support_gem	Skills have {0}% increased Critical Hit Chance per Connected Blue Support Gem	0	skills_gain_critical_strike_chance_+%_per_sockted_or_adjacent_blue_support_gem
skills_gain_damage_+%_per_sockted_or_adjacent_red_support_gem	Skills deal {0}% increased Damage per Connected Red Support Gem	0	skills_gain_damage_+%_per_sockted_or_adjacent_red_support_gem
skills_gain_intensity_every_x_milliseconds_if_gained_intensity_recently	Spells which have gained Intensity Recently gain 1 Intensity every {0} Seconds	0	skills_gain_intensity_every_x_milliseconds_if_gained_intensity_recently
skills_gain_skill_speed_+%_per_sockted_or_adjacent_green_support_gem	Skills have {0}% increased Skill Speed per Connected Green Support Gem	0	skills_gain_skill_speed_+%_per_sockted_or_adjacent_green_support_gem
skills_lose_intensity_every_x_milliseconds_if_gained_intensity_recently	Spells which have gained Intensity Recently lose 1 Intensity every {0} Seconds	0	skills_lose_intensity_every_x_milliseconds_if_gained_intensity_recently
skills_supported_by_nightblade_have_elusive_effect_+%	Skills Supported by Nightblade have {}% increased Effect of Elusive	0	skills_supported_by_nightblade_have_elusive_effect_+%
skitterbots_mana_reservation_efficiency_+%	Summon Skitterbots has {0}% increased Mana Reservation Efficiency	0	skitterbots_mana_reservation_efficiency_+%
skitterbots_mana_reservation_efficiency_-2%_per_1	Summon Skitterbots has {0}% reduced Mana Reservation Efficiency	0	skitterbots_mana_reservation_efficiency_-2%_per_1
slam_aftershock_chance_%	Supported skills have {0}% chance to cause an additional Aftershock	0	slam_aftershock_chance_%
slam_ancestor_totem_damage_+%	{0}% increased Ancestral Warchief Totem Damage	0	slam_ancestor_totem_damage_+%
slam_ancestor_totem_grant_owner_melee_damage_+%	Ancestral Warchief Totem grants {0}% increased Melee Damage while Active	0	slam_ancestor_totem_grant_owner_melee_damage_+%
slam_ancestor_totem_radius_+%	{0}% increased Ancestral Warchief Totem Area of Effect	0	slam_ancestor_totem_radius_+%
slam_skill_area_of_effect_+%	Slam Skills have {0}% increased Area of Effect	0	slam_skill_area_of_effect_+%
slams_always_ancestral_slam	Slam Skills you use yourself are Ancestrally Boosted	0	slams_always_ancestral_slam
slash_ancestor_totem_damage_+%	{0}% increased Ancestral Blademaster Totem Damage	0	slash_ancestor_totem_damage_+%
slash_ancestor_totem_elemental_resistance_%	Ancestral Protector Totems gain {0:+d}% to all Elemental Resistances	0	slash_ancestor_totem_elemental_resistance_%
slash_ancestor_totem_grant_owner_physical_damage_added_as_fire_+%	Ancestral Blademaster Totem grants {0}% of Physical Damage as Extra Fire Damage while Active	0	slash_ancestor_totem_grant_owner_physical_damage_added_as_fire_+%
slash_ancestor_totem_radius_+%	{0}% increased Ancestral Blademaster Totem Area of Effect	0	slash_ancestor_totem_radius_+%
slayer_area_of_effect_+%_per_enemy_killed_recently_up_to_50%	{0}% increased Area of Effect per Enemy killed recently, up to 50%	0	slayer_area_of_effect_+%_per_enemy_killed_recently_up_to_50%
slayer_ascendancy_melee_splash_damage_+%_final_for_splash	{0}% more Damage to surrounding targets	0	slayer_ascendancy_melee_splash_damage_+%_final_for_splash
slayer_critical_strike_multiplier_+_per_nearby_enemy_up_to_100	{0:+d}% to Critical Damage Bonus per Nearby Enemy, up to +100%	0	slayer_critical_strike_multiplier_+_per_nearby_enemy_up_to_100
slayer_damage_+%_final_against_unique_enemies	{0}% more Damage with Hits against Unique Enemies	0	slayer_damage_+%_final_against_unique_enemies
slayer_damage_+%_final_from_distance	Deal up to {0}% more Melee Damage to Enemies, based on proximity	0	slayer_damage_+%_final_from_distance
slither_elusive_effect_+%	Withering Step has {0}% increased Elusive Effect	0	slither_elusive_effect_+%
slither_wither_stacks	Withering Step inflicts {0} additional Withered Debuffs	0	slither_wither_stacks
slow_potency_+%	{0}% increased Slowing Potency of Debuffs on You	0	base_slow_potency_+%
slow_potency_+%_if_you_have_used_a_charm_recently	{0}% increased Slowing Potency of Debuffs on You if you've used a Charm Recently	0	slow_potency_+%_if_you_have_used_a_charm_recently
slows_have_no_potency_on_you	Your speed is unaffected by Slows	0	slows_have_no_potency_on_you
small_atlas_passive_effect_+%	{0}% increased effect of Small Atlas Passive Skills	0	small_atlas_passive_effect_+%
small_passives_effect_+%	{0}% increased effect of Small Passive Skills	0	small_passives_effect_+%
smite_aura_effect_+%	Smite has {0}% increased Aura Effect	0	smite_aura_effect_+%
smite_chance_for_lighting_to_strike_extra_target_%	Smite has a {0}% chance for lightning to strike another target	0	smite_chance_for_lighting_to_strike_extra_target_%
smite_damage_+%	Smite deals {0}% increased Damage	0	smite_damage_+%
smite_static_strike_killing_blow_consumes_corpse_restore_%_life	Killing Blows from Smite and Static Strike Consume corpses to Recover {0}% of maximum Life	0	smite_static_strike_killing_blow_consumes_corpse_restore_%_life
smoke_cloud_while_stationary_radius	You have a Smoke Cloud around you while stationary	0	smoke_cloud_while_stationary_radius
smoke_mine_base_movement_velocity_+%	Smoke Mine grants additional {0}% increased Movement Speed	0	smoke_mine_base_movement_velocity_+%
smoke_mine_duration_+%	{0}% increased Smoke Mine Duration	0	smoke_mine_duration_+%
snap_damage_+%_final_if_created_from_unique	{0}% more damage with Hits for blasts originating from a Unique enemy	0	snap_damage_+%_final_if_created_from_unique
